key,neighborhood,district,year,crimes_total,robbery,street_handbag_roberry,physical_injuries_total,dangerous_serious_bodily_harm,dep_of_liberty_coercion_threats_stalking,theft_total,theft_of_motor_vehicles,theft_parts_motor_vehicles,bike_theft,res_burglarly,arson_offense_total,arson,prop_damage_total,prop_damage_graffiti,drugs,neighborhood_offence
091004,Johannisthal,Treptow-Koepenick,2015,6779,58,21,510,96,234,3212,154,526,404,324,58,37,542,80,112,1345
092005,Oberschoeneweide,Treptow-Koepenick,2015,10668,78,29,1316,388,447,4725,223,806,554,189,83,19,1306,223,262,2952
092006,Niederschoeneweide,Treptow-Koepenick,2015,17359,92,46,1080,211,357,8533,156,604,1126,183,110,55,1895,980,357,2353
092007,Adlershof,Treptow-Koepenick,2015,11705,127,42,757,145,279,6546,170,769,1023,145,73,36,1023,218,151,1738
092008,Koellnische Vorstadt/Spindlersfeld,Treptow-Koepenick,2015,7756,29,20,1016,234,322,3145,166,352,723,88,39,29,1065,293,195,2374
093009,Altglienicke,Treptow-Koepenick,2015,4846,27,15,429,107,203,2599,207,478,337,390,27,8,505,61,61,1252
093010,Bohnsdorf,Treptow-Koepenick,2015,6806,73,16,348,105,251,3533,138,729,308,721,32,8,624,65,170,964
093011,Gruenau,Treptow-Koepenick,2015,10425,35,35,507,175,280,5125,175,770,1259,385,52,35,2484,1522,35,2064
093012,Schmoeckwitz,Treptow-Koepenick,2015,5800,0,0,505,120,144,3081,96,602,217,915,48,48,698,48,24,1107
094013,Koepenick Sued,Treptow-Koepenick,2015,4631,0,0,316,62,149,2214,185,439,483,114,141,9,580,9,44,958
094014,Allende-Viertel,Treptow-Koepenick,2015,7684,44,26,1074,201,297,3327,183,515,603,52,35,35,672,26,131,1860
094015,Altstadt Koepenick,Treptow-Koepenick,2015,9273,0,0,1237,260,504,3330,76,550,840,61,153,107,1207,107,214,2597
094016,Mueggelheim,Treptow-Koepenick,2015,3664,0,0,458,61,260,1511,15,427,107,198,31,31,489,15,31,977
095017,Friedrichshagen,Treptow-Koepenick,2015,6507,39,11,318,67,162,3861,145,613,1409,123,50,22,797,189,22,1081
095018,Rahnsdorf,Treptow-Koepenick,2015,6624,11,0,481,131,175,3563,77,732,1115,568,66,33,776,164,55,885
095019,Dammvorstadt,Treptow-Koepenick,2015,20451,157,88,1910,500,392,7689,59,500,1244,147,49,29,1792,509,784,3928
095020,Koepenick Nord,Treptow-Koepenick,2015,7580,24,0,339,65,234,2796,97,485,784,331,32,8,873,113,16,1382
100000,Marzahn-Hellersdorf,Marzahn-Hellersdorf-Total,2015,9041,86,47,1105,208,340,3743,227,755,387,266,72,17,1033,181,143,2225
101001,Marzahn Nord,Marzahn-Hellersdorf,2015,8393,111,68,1460,240,454,2744,184,484,351,90,103,34,1109,244,167,2701
101002,Marzahn Mitte,Marzahn-Hellersdorf,2015,10451,107,56,1431,284,384,4030,288,955,273,132,83,19,1055,115,147,2680
101003,Marzahn Sued,Marzahn-Hellersdorf,2015,10509,105,49,897,172,245,4780,340,1032,234,302,67,16,1021,159,119,1946
102004,Hellersdorf Nord,Marzahn-Hellersdorf,2015,11916,96,47,1768,309,583,4641,213,764,356,137,82,12,1566,315,236,3667
102005,Hellersdorf Ost,Marzahn-Hellersdorf,2015,8513,71,41,1197,213,421,2912,162,644,386,71,61,15,1365,274,228,2572
102006,Hellersdorf Sued,Marzahn-Hellersdorf,2015,7560,90,57,1002,147,322,2550,167,505,285,130,130,12,835,208,134,2061
103007,Biesdorf,Marzahn-Hellersdorf,2015,8776,43,23,542,109,234,5113,179,857,701,659,39,8,776,187,97,1208
104008,Kaulsdorf,Marzahn-Hellersdorf,2015,5987,16,5,519,102,118,2914,144,508,524,545,16,16,583,102,86,909
104009,Mahlsdorf,Marzahn-Hellersdorf,2015,4555,15,7,272,47,123,2406,156,396,465,450,25,11,584,200,33,664
110000,Lichtenberg,Lichtenberg-Total,2015,9461,78,41,863,186,239,4728,272,789,686,270,55,21,937,199,143,2097
111001,Malchow,Lichtenberg,2015,6297,88,44,636,88,197,3181,66,373,373,241,44,22,592,66,44,1207
111002,Neu-Hohenschoenhausen Nord,Lichtenberg,2015,6586,46,28,1095,191,237,2507,286,470,311,60,71,25,735,99,152,2151
111003,Neu-Hohenschoenhausen Sued,Lichtenberg,2015,7622,69,19,1080,231,247,3518,239,436,347,147,58,15,675,58,135,2152
112004,Alt-Hohenschoenhausen Nord,Lichtenberg,2015,12050,113,42,972,268,268,6546,113,733,472,754,35,14,1022,56,113,2347
112005,Alt-Hohenschoenhausen Sued,Lichtenberg,2015,8737,63,23,764,143,189,4963,412,1080,635,339,37,13,781,130,66,2239
113006,Fennpfuhl,Lichtenberg,2015,9169,74,43,567,108,200,4464,317,1004,690,277,37,15,1004,246,111,1798
113007,Alt-Lichtenberg,Lichtenberg,2015,15087,128,71,1231,320,370,7458,256,1153,879,342,89,46,1317,391,132,2918
113008,Frankfurter Allee Sued,Lichtenberg,2015,18809,160,60,1391,260,210,7824,250,1131,1241,280,110,50,1471,460,740,3042
114009,Neu-Lichtenberg,Lichtenberg,2015,10315,77,48,845,165,203,5401,200,649,965,203,45,19,1213,361,161,2197
114010,Friedrichsfelde Nord,Lichtenberg,2015,9565,72,22,1069,260,195,4356,368,766,441,376,51,7,889,238,101,2211
114011,Friedrichsfelde Sued,Lichtenberg,2015,6347,32,24,543,113,207,2884,174,421,441,203,36,16,851,207,45,1385
115012,Rummelsburger Bucht,Lichtenberg,2015,12189,58,58,1140,438,234,6723,292,789,1169,468,29,0,1491,497,351,2631
115013,Karlshorst,Lichtenberg,2015,6148,24,8,445,87,191,3423,195,568,902,238,56,20,592,103,87,1128
120000,Reinickendorf,Reinickendorf-Total,2015,12083,127,64,1134,256,452,5428,146,962,483,323,51,20,994,216,341,2730
121001,Ost 1 - Reginhardstrasse,Reinickendorf,2015,12017,145,63,1588,368,550,4277,145,744,461,275,63,26,1041,104,331,3444
121002,Ost 2 - Alt-Reinickendorf,Reinickendorf,2015,13344,160,92,1164,259,454,6039,160,1320,610,259,72,23,1213,248,500,3079
122003,West 4 - Auguste-Viktoria-Allee,Reinickendorf,2015,13158,112,50,1436,340,521,6239,135,768,452,224,35,15,1166,201,208,3672
122004,West 1 - Tegel-Sued/Flughafensee,Reinickendorf,2015,25826,80,33,1323,279,698,5744,186,1197,239,312,53,20,864,86,1436,2971
122005,West 5 - Tegel,Reinickendorf,2015,19667,163,86,1734,479,393,10068,29,517,1102,259,29,0,1542,508,517,3908
124006,West 2 - Heiligensee/Konradshoehe,Reinickendorf,2015,5497,21,4,381,79,182,2359,103,637,344,464,29,17,786,195,103,865
124007,Nord 1 - Frohnau/Hermsdorf,Reinickendorf,2015,5737,82,42,364,70,170,3140,109,979,570,579,18,9,664,158,94,952
125008,West 3 - Borsigwalde/Freie Scholle,Reinickendorf,2015,8327,74,25,786,173,353,3665,87,737,285,322,12,6,749,68,149,1950
125009,Nord 2 - Waidmannslust/Wittenau/Luebars,Reinickendorf,2015,14262,137,81,1118,237,445,5175,140,917,494,397,59,26,1027,384,244,2288
126010,Rollbergesiedlung,Reinickendorf,2015,13396,249,79,1255,237,622,4680,170,916,283,328,34,34,2883,2159,181,2544
126011,MV Nord,Reinickendorf,2015,13613,170,97,1500,392,542,6709,231,1051,368,89,109,28,902,65,307,4485
126012,MV Sued,Reinickendorf,2015,7744,175,68,1048,281,516,2984,114,797,235,152,61,15,645,23,152,2612
010000,Mitte,Mitte-Total,2016,27498,265,166,2012,526,556,13252,145,1351,1369,368,84,30,1515,344,910,4350
011001,Tiergarten Sued,Mitte,2016,34494,447,371,3153,742,859,17099,103,1937,1594,440,82,14,1821,240,1127,6169
011002,Regierungsviertel,Mitte,2016,106538,844,594,5230,992,1243,59761,139,2235,2893,501,93,28,3357,1048,658,9302
011003,Alexanderplatz,Mitte,2016,42937,307,190,2657,731,597,24844,149,1444,2373,414,90,38,2026,618,1002,5474
011004,Brunnenstrasse Sued,Mitte,2016,16425,113,75,863,178,277,9193,222,818,1859,311,65,24,1489,702,229,2861
012005,Moabit West,Mitte,2016,20624,228,126,1602,497,418,7207,110,1127,1032,305,99,40,1277,159,1418,3597
012006,Moabit Ost,Mitte,2016,51726,223,115,2516,596,644,14801,102,1305,1409,395,121,32,1426,226,1195,5063
013007,Osloer Strasse,Mitte,2016,20660,221,127,1965,478,562,10209,120,1204,876,486,88,31,1253,192,647,4032
013008,Brunnenstrasse Nord,Mitte,2016,20759,220,115,1675,491,494,10033,193,1189,934,379,91,19,1563,454,615,3573
014009,Parkviertel,Mitte,2016,16082,142,71,1526,383,496,8377,140,1239,814,267,44,24,1326,234,456,3815
014010,Wedding Zentrum,Mitte,2016,18390,204,119,1828,503,522,7557,101,1105,783,336,62,25,1224,257,1151,3760
020000,Friedrichshain-Kreuzberg,Friedrichshain-Kreuzberg-Total,2016,21429,337,204,1622,517,386,10668,169,1123,1653,276,105,41,1883,503,1576,4044
021001,Suedliche  Friedrichstadt,Friedrichshain-Kreuzberg,2016,27409,499,291,1821,611,517,13268,164,1920,1468,338,109,27,1716,318,1895,4267
022002,Tempelhofer Vorstadt,Friedrichshain-Kreuzberg,2016,16789,163,88,1171,334,365,9076,204,1108,1799,320,92,56,1404,285,423,2962
023003,Noerdliche Luisenstadt,Friedrichshain-Kreuzberg,2016,31746,560,351,2523,1072,455,15145,109,1228,1617,285,123,38,2428,749,2836,4606
023004,Suedliche Luisenstadt,Friedrichshain-Kreuzberg,2016,21867,523,342,1676,603,356,9599,113,956,1374,233,105,33,1992,705,3958,3606
024005,Karl-Marx-Allee Nord,Friedrichshain-Kreuzberg,2016,12336,128,64,967,226,256,6722,285,907,1129,332,72,43,1286,311,119,3544
024006,Karl-Marx-Allee Sued,Friedrichshain-Kreuzberg,2016,30698,440,290,2613,767,444,16162,195,987,1713,253,62,17,2066,606,1709,6057
025007,Frankfurter Allee Nord,Friedrichshain-Kreuzberg,2016,17146,101,41,1088,308,335,7666,115,659,1717,213,183,51,2106,439,483,3630
025008,Frankfurter Allee Sued FK,Friedrichshain-Kreuzberg,2016,21048,264,142,1905,524,328,9922,112,614,1615,216,100,46,2385,874,1933,4677
030000,Pankow,Pankow-Total,2016,10906,80,41,718,159,262,6034,182,756,1225,312,64,25,1088,332,151,2374
031001,Buch,Pankow,2016,11947,70,32,1190,274,496,6158,165,916,681,324,178,83,1393,274,165,2583
032002,Blankenfelde/Niederschoenhausen,Pankow,2016,6020,25,0,545,98,232,2847,91,505,479,327,54,33,635,127,98,1362
032003,Buchholz,Pankow,2016,5039,6,0,243,28,231,2601,158,542,214,299,17,6,564,181,45,801
033004,Karow,Pankow,2016,4398,26,11,389,68,121,2046,47,389,463,379,68,26,452,105,63,752
033005,Blankenburg/Heinersdorf/Maerchenland,Pankow,2016,9824,27,20,433,113,233,5478,126,739,672,506,93,33,759,206,40,1058
034006,Schoenholz/Wilhelmsruh/Rosenthal,Pankow,2016,5792,45,17,408,79,159,2944,91,623,425,362,40,28,532,113,45,1076
034007,Pankow Zentrum,Pankow,2016,10266,68,43,682,122,273,6013,139,591,1487,301,43,20,901,335,102,2041
034008,Pankow Sued,Pankow,2016,9008,53,29,514,91,205,4250,123,699,1139,176,44,15,974,247,114,1970
035009,Weissensee,Pankow,2016,10073,89,60,893,195,336,5293,168,498,844,195,87,35,1156,303,154,2565
035010,Weissensee Ost,Pankow,2016,9837,59,7,781,118,302,4377,203,801,499,243,98,46,1188,328,217,2356
036011,Prenzlauer Berg Nordwest,Pankow,2016,16137,130,75,912,236,322,9767,256,806,1942,342,47,16,1329,421,350,4498
036012,Prenzlauer Berg Nord,Pankow,2016,13475,96,37,585,137,233,7935,204,755,2061,263,59,30,1229,318,130,2827
036013,Helmholtzplatz,Pankow,2016,12072,94,31,732,147,250,7583,125,429,1568,317,45,13,1201,402,197,3283
036014,Prenzlauer Berg Ost,Pankow,2016,18794,137,76,1168,289,301,10396,247,1358,1693,419,84,15,2146,1008,232,2846
037015,Prenzlauer Berg Suedwest,Pankow,2016,16290,96,35,1257,354,342,9850,254,896,2049,438,58,19,1430,607,108,3818
037016,Prenzlauer Berg Sued,Pankow,2016,9950,59,25,490,105,139,5362,262,836,1366,299,40,12,1153,361,123,2288
040000,Charlottenburg-Wilmersdorf,Charlottenburg-Wilmersdorf-Total,2016,16296,156,87,1172,259,424,8642,226,1300,1031,328,52,25,1046,200,284,2824
041001,Charlottenburg Nord,Charlottenburg-Wilmersdorf,2016,16358,191,88,1607,366,690,6969,314,1968,340,263,103,62,1411,134,1015,4007
042002,Heerstrasse,Charlottenburg-Wilmersdorf,2016,12534,70,39,1100,257,265,5553,203,1061,569,624,78,55,1131,351,133,2207
042003,Westend,Charlottenburg-Wilmersdorf,2016,17216,92,39,1127,227,457,10434,273,1397,610,245,46,21,950,124,128,2687
043004,Schloss Charlottenburg,Charlottenburg-Wilmersdorf,2016,13922,124,63,994,197,345,7969,239,987,1069,253,52,35,991,220,223,2498
043005,Mierendorffplatz,Charlottenburg-Wilmersdorf,2016,14740,172,73,945,165,509,6577,152,1011,568,185,53,26,1302,330,251,2479
043006,Otto-Suhr-Allee/Kantstrasse,Charlottenburg-Wilmersdorf,2016,22383,195,112,1547,330,447,12130,129,1132,1585,370,66,29,1381,276,426,3475
044007,Grunewald,Charlottenburg-Wilmersdorf,2016,9227,48,37,536,74,308,4805,292,1327,504,844,42,16,1014,388,96,1901
044008,Schmargendorf,Charlottenburg-Wilmersdorf,2016,7428,49,27,504,89,195,4375,208,1026,879,305,40,9,574,98,58,1337
045009,Halensee,Charlottenburg-Wilmersdorf,2016,14160,110,53,809,204,412,7830,268,1493,888,310,34,11,729,79,155,2524
045010,Lietzenburger Strasse,Charlottenburg-Wilmersdorf,2016,30639,347,197,2345,579,634,16769,197,1554,1292,387,40,20,1687,541,369,4815
045011,Volkspark Wilmersdorf,Charlottenburg-Wilmersdorf,2016,13228,106,59,825,186,276,6263,164,934,1259,176,37,10,723,170,201,1984
050000,Spandau,Spandau-Total,2016,10981,111,65,1221,281,442,5029,129,722,449,296,70,28,975,128,187,2673
051001,Hakenfelde,Spandau,2016,7780,58,33,848,191,266,3878,116,694,349,229,83,42,723,50,87,1916
051002,Falkenhagener Feld,Spandau,2016,7762,69,30,1071,213,431,3179,104,577,362,263,69,22,798,89,94,2426
051003,Spandau Mitte,Spandau,2016,16831,213,145,1923,492,661,7173,109,770,746,208,46,16,1254,161,492,3799
052004,Brunsbuetteler Damm,Spandau,2016,7251,53,22,688,146,221,3489,150,547,256,340,57,18,882,110,84,1694
052005,Heerstrasse,Spandau,2016,9823,93,48,1439,322,487,3848,69,562,226,408,110,48,1209,329,137,3152
052006,Wilhelmstadt,Spandau,2016,17534,138,61,1546,368,504,8595,111,798,665,357,47,14,1180,130,183,3363
053007,Haselhorst,Spandau,2016,11853,136,58,1123,219,407,5775,239,987,439,181,116,52,794,103,194,2433
053008,Siemensstadt,Spandau,2016,12581,85,62,987,208,432,6337,170,887,509,146,54,23,1249,170,170,2629
054009,Gatow/Kladow,Spandau,2016,4884,20,20,500,106,237,2377,141,323,247,474,40,15,404,15,40,1004
060000,Steglitz-Zehlendorf,Steglitz-Zehlendorf-Total,2016,8429,54,29,576,115,247,4618,199,863,841,384,47,22,840,165,119,1497
061001,Schlossstrasse,Steglitz-Zehlendorf,2016,19484,165,92,880,202,280,12192,170,949,1755,303,37,23,926,165,119,2283
061002,Albrechtstrasse,Steglitz-Zehlendorf,2016,6468,44,17,507,84,245,3110,197,692,508,243,59,40,663,88,119,1485
062003,Lankwitz,Steglitz-Zehlendorf,2016,6883,54,28,591,123,265,2974,208,539,262,222,68,21,803,97,187,1441
062004,Ostpreussendamm,Steglitz-Zehlendorf,2016,7197,31,14,721,142,225,3497,191,689,746,299,43,23,985,222,103,1635
063005,Teltower Damm,Steglitz-Zehlendorf,2016,7945,38,30,576,86,245,4203,142,579,1447,443,27,6,919,151,109,1432
063006,Drakestrasse,Steglitz-Zehlendorf,2016,7126,29,17,512,108,210,4106,192,860,642,425,17,6,606,121,87,1244
064007,Zehlendorf Suedwest,Steglitz-Zehlendorf,2016,8801,35,4,592,127,300,4416,165,872,600,442,58,23,1099,380,115,1441
064008,Zehlendorf Nord,Steglitz-Zehlendorf,2016,9565,49,38,459,113,198,5781,252,1524,1098,702,35,9,1230,483,101,1317
070000,Tempelhof-Schoeneberg,Tempelhof-Schoeneberg-Total,2016,11764,120,74,952,202,332,5967,216,890,879,286,66,26,989,179,302,2330
071001,Schoeneberg Nordwest,Tempelhof-Schoeneberg,2016,25766,512,338,2045,543,563,13504,124,1021,1191,334,62,23,1354,210,823,4800
071002,Schoeneberg Nordost,Tempelhof-Schoeneberg,2016,12952,109,59,1040,247,386,6384,164,822,1430,298,55,25,1447,201,344,3083
072003,Schoeneberg Suedwest,Tempelhof-Schoeneberg,2016,10778,97,58,940,189,320,5401,170,785,1284,281,48,19,862,150,262,2364
072004,Schoeneberg Suedost,Tempelhof-Schoeneberg,2016,17987,81,54,1235,231,343,8427,156,675,1588,234,58,34,1309,394,421,2870
073005,Friedenau West,Tempelhof-Schoeneberg,2016,11184,53,41,492,74,193,7284,139,865,1329,156,41,12,857,279,107,1661
073006,Friedenau Ost,Tempelhof-Schoeneberg,2016,9463,111,70,533,116,283,5494,227,1052,867,190,65,51,923,195,111,1665
074007,Tempelhof Nord,Tempelhof-Schoeneberg,2016,15119,105,50,1238,354,442,5703,238,984,1221,199,133,17,1354,260,774,2752
074008,Tempelhof Suedwest,Tempelhof-Schoeneberg,2016,12538,87,45,981,181,361,5896,268,1075,613,165,39,13,965,297,226,2220
074009,Tempelhof Suedost,Tempelhof-Schoeneberg,2016,17936,155,60,1357,282,531,9300,470,1620,464,195,81,13,1364,309,181,3447
075010,Mariendorf Nord,Tempelhof-Schoeneberg,2016,7446,62,16,678,150,306,3319,192,760,316,267,62,29,906,160,163,1832
075011,Mariendorf Sued,Tempelhof-Schoeneberg,2016,8628,67,57,733,134,254,4166,239,833,330,622,91,53,900,139,187,1786
076012,Marienfelde Nord,Tempelhof-Schoeneberg,2016,6723,74,51,697,108,147,3229,164,566,680,193,79,34,623,91,147,1359
076013,Marienfelde Sued,Tempelhof-Schoeneberg,2016,8141,49,14,953,175,343,3713,182,560,273,105,56,0,799,42,203,1864
076014,Lichtenrade Nord,Tempelhof-Schoeneberg,2016,5277,38,19,584,76,161,2456,299,627,252,442,38,14,570,19,161,1206
076015,Lichtenrade Sued,Tempelhof-Schoeneberg,2016,6921,48,24,761,153,224,3153,173,707,415,513,54,20,792,217,234,1522
080000,Neukoelln,Neukoelln-Total,2016,13851,156,88,1227,363,430,6801,193,950,663,374,73,35,1238,195,337,3250
081001,Schillerpromenade,Neukoelln,2016,15730,207,117,1736,583,466,7475,89,814,808,315,89,46,1391,324,1030,4397
081002,Neukoellner Mitte/Zentrum,Neukoelln,2016,25485,297,146,1988,633,524,12837,146,1006,982,323,86,36,1720,279,456,4719
081003,Reuterstrasse,Neukoelln,2016,16331,187,105,1245,396,411,8376,65,637,1210,271,55,30,1284,460,383,3350
081004,Rixdorf,Neukoelln,2016,13399,165,91,1229,378,388,6709,138,831,1005,324,81,47,1236,182,349,3596
081005,Koellnische Heide,Neukoelln,2016,17681,109,51,1552,385,654,8876,346,1770,308,462,109,58,1930,148,449,5066
082006,Britz Nord,Neukoelln,2016,12510,167,96,1218,294,507,5126,228,1299,239,406,152,101,1188,137,188,3349
082007,Britz,Neukoelln,2016,12614,96,52,1006,248,401,6170,292,1337,518,601,74,17,1076,161,152,2743
082008,Buckow,Neukoelln,2016,5684,39,28,633,177,269,2310,177,683,138,347,46,18,697,71,71,1496
083009,Gropiusstadt West,Neukoelln,2016,13832,182,122,887,248,410,6875,182,704,481,218,51,5,2118,223,162,3005
083010,Gropiusstadt Ost,Neukoelln,2016,7576,64,47,949,275,393,3193,105,568,328,240,47,23,662,23,123,2748
084011,Buckow Nord,Neukoelln,2016,11222,52,0,1044,209,438,5700,271,1221,501,376,52,31,741,52,125,2443
084012,Rudow,Neukoelln,2016,7122,56,32,725,171,278,3376,329,748,331,586,32,14,722,53,88,1556
090000,Treptow-Koepenick,Treptow-Koepenick-Total,2016,9260,57,33,830,175,279,4858,262,687,1075,269,62,31,926,199,144,1931
091001,Alt-Treptow,Treptow-Koepenick,2016,18892,287,169,1428,397,363,10916,186,938,2695,321,152,84,1580,414,600,3371
091002,Plaenterwald,Treptow-Koepenick,2016,11832,54,36,696,181,172,6056,542,1076,976,371,36,18,1094,316,81,2106
091003,Baumschulenweg,Treptow-Koepenick,2016,8917,66,39,710,215,319,5105,297,760,947,457,39,28,815,231,72,2038
091004,Johannisthal,Treptow-Koepenick,2016,7599,41,21,568,103,238,4039,222,661,873,418,21,10,589,72,77,1601
092005,Oberschoeneweide,Treptow-Koepenick,2016,11011,52,38,1274,340,359,5215,312,684,1100,194,94,57,1378,321,212,2922
092006,Niederschoeneweide,Treptow-Koepenick,2016,17964,108,72,1535,298,352,9691,343,741,1508,117,36,18,1924,957,289,2836
092007,Adlershof,Treptow-Koepenick,2016,13408,65,24,1002,194,301,7544,395,737,1798,189,65,24,1232,301,112,2257
092008,Koellnische Vorstadt/Spindlersfeld,Treptow-Koepenick,2016,8459,38,19,1057,152,295,3782,286,552,772,143,38,10,1076,181,114,2362
093009,Altglienicke,Treptow-Koepenick,2016,6165,11,8,603,94,249,3103,321,924,298,403,49,34,637,102,60,1361
093010,Bohnsdorf,Treptow-Koepenick,2016,7645,32,8,841,214,309,3957,222,642,452,412,24,16,563,111,119,1538
093011,Gruenau,Treptow-Koepenick,2016,11754,17,17,676,220,389,5649,135,879,1235,372,51,34,3146,2418,169,2215
093012,Schmoeckwitz,Treptow-Koepenick,2016,5077,0,0,449,47,94,2715,142,425,142,567,24,24,307,24,24,685
094013,Koepenick Sued,Treptow-Koepenick,2016,4206,9,9,495,87,113,1990,174,400,539,104,87,43,539,96,26,965
094014,Allende-Viertel,Treptow-Koepenick,2016,6462,17,9,704,146,223,3390,283,472,498,86,77,43,661,60,51,1347
094015,Altstadt Koepenick,Treptow-Koepenick,2016,10113,30,30,1701,361,527,3326,120,346,1084,120,15,15,1520,331,211,3461
094016,Mueggelheim,Treptow-Koepenick,2016,4103,0,0,243,46,243,1489,182,304,213,122,61,46,714,167,15,866
095017,Friedrichshagen,Treptow-Koepenick,2016,7137,33,17,662,116,210,3701,171,375,1406,94,33,17,971,270,105,1318
095018,Rahnsdorf,Treptow-Koepenick,2016,6606,54,11,440,86,161,3614,118,579,1534,343,97,32,654,97,32,901
095019,Dammvorstadt,Treptow-Koepenick,2016,15448,76,47,1309,322,341,7093,104,294,1527,133,57,19,1603,578,389,3006
095020,Koepenick Nord,Treptow-Koepenick,2016,5130,40,16,428,48,135,2585,119,373,904,341,103,16,650,103,40,1070
100000,Marzahn-Hellersdorf,Marzahn-Hellersdorf-Total,2016,9245,90,53,1147,205,343,3956,248,722,415,244,80,24,1113,241,136,2362
101001,Marzahn Nord,Marzahn-Hellersdorf,2016,9003,111,77,1610,268,417,3245,264,545,353,94,77,30,1273,422,141,2892
101002,Marzahn Mitte,Marzahn-Hellersdorf,2016,11019,109,59,1564,297,373,4567,306,873,333,63,117,25,1225,188,165,3152
101003,Marzahn Sued,Marzahn-Hellersdorf,2016,11599,123,59,992,188,346,5372,451,1196,311,292,99,38,1164,190,115,2384
102004,Hellersdorf Nord,Marzahn-Hellersdorf,2016,12359,60,32,1884,325,517,4616,187,753,330,121,98,26,1821,503,175,3478
102005,Hellersdorf Ost,Marzahn-Hellersdorf,2016,9095,135,95,1400,276,467,3205,196,577,517,90,166,45,1465,341,246,2980
102006,Hellersdorf Sued,Marzahn-Hellersdorf,2016,8056,85,53,953,151,322,3212,236,460,322,147,33,20,1176,358,142,2288
103007,Biesdorf,Marzahn-Hellersdorf,2016,7878,42,31,583,123,161,4604,142,656,702,640,35,12,659,123,119,1250
104008,Kaulsdorf,Marzahn-Hellersdorf,2016,6055,37,11,529,74,201,2845,127,428,518,492,32,11,555,48,16,1037
104009,Mahlsdorf,Marzahn-Hellersdorf,2016,4818,25,18,294,36,151,2420,118,370,460,431,7,4,470,162,39,643
110000,Lichtenberg,Lichtenberg-Total,2016,10051,84,52,949,195,295,5032,287,926,781,235,63,27,967,198,153,2202
111001,Malchow,Lichtenberg,2016,7926,0,0,803,275,338,3699,106,317,275,359,42,42,655,211,42,1416
111002,Neu-Hohenschoenhausen Nord,Lichtenberg,2016,6469,91,56,952,154,256,2363,224,494,312,95,60,18,704,109,193,2016
111003,Neu-Hohenschoenhausen Sued,Lichtenberg,2016,8383,72,42,1247,239,303,3629,224,573,334,72,68,15,868,99,163,2457
112004,Alt-Hohenschoenhausen Nord,Lichtenberg,2016,11503,46,13,1134,192,331,6040,206,796,398,444,46,20,902,80,179,2320
112005,Alt-Hohenschoenhausen Sued,Lichtenberg,2016,8880,84,68,656,129,191,4799,385,1439,547,278,45,13,857,149,84,1804
113006,Fennpfuhl,Lichtenberg,2016,10516,80,52,852,165,319,5031,429,1379,742,291,83,15,1103,214,70,2151
113007,Alt-Lichtenberg,Lichtenberg,2016,17166,156,80,1621,388,418,8943,308,1177,1061,315,90,50,1306,308,186,3425
113008,Frankfurter Allee Sued,Lichtenberg,2016,21416,150,90,1470,350,410,8978,560,1380,1620,150,100,100,1290,390,830,2909
114009,Neu-Lichtenberg,Lichtenberg,2016,10692,86,41,907,187,298,5481,155,565,1262,206,44,22,1323,435,146,2395
114010,Friedrichsfelde Nord,Lichtenberg,2016,9895,56,42,978,148,310,4342,289,929,612,148,42,7,1133,282,169,2013
114011,Friedrichsfelde Sued,Lichtenberg,2016,7540,52,36,743,165,273,3459,273,719,458,205,52,24,767,197,56,1751
115012,Rummelsburger Bucht,Lichtenberg,2016,12753,29,29,694,174,231,8386,231,810,2371,578,231,174,1157,607,202,2429
115013,Karlshorst,Lichtenberg,2016,6628,38,26,471,113,215,3675,154,572,1122,301,26,19,599,121,87,1344
120000,Reinickendorf,Reinickendorf-Total,2016,11677,119,62,1095,270,451,5318,155,874,498,368,68,25,1056,228,373,2663
121001,Ost 1 - Reginhardstrasse,Reinickendorf,2016,12108,146,62,1426,365,580,4925,153,1014,544,347,113,62,1208,109,350,3882
121002,Ost 2 - Alt-Reinickendorf,Reinickendorf,2016,13416,173,98,1117,244,523,5926,165,1098,556,331,56,23,1169,226,605,3046
122003,West 4 - Auguste-Viktoria-Allee,Reinickendorf,2016,13227,111,57,1203,325,500,5968,130,939,347,191,73,34,1172,286,283,2936
122004,West 1 - Tegel-Sued/Flughafensee,Reinickendorf,2016,46653,66,13,1744,439,643,7022,203,1574,426,256,46,20,1134,118,1547,3580
122005,West 5 - Tegel,Reinickendorf,2016,20664,236,132,1963,425,519,10181,75,510,1000,283,28,9,1727,330,274,4397
124006,West 2 - Heiligensee/Konradshoehe,Reinickendorf,2016,4460,29,12,371,66,218,1907,156,235,284,329,29,12,622,140,148,906
124007,Nord 1 - Frohnau/Hermsdorf,Reinickendorf,2016,5861,54,24,340,90,135,3209,111,527,795,834,48,12,692,169,169,870
125008,West 3 - Borsigwalde/Freie Scholle,Reinickendorf,2016,8813,68,25,814,129,425,4135,222,604,444,271,43,6,789,86,203,2102
125009,Nord 2 - Waidmannslust/Wittenau/Luebars,Reinickendorf,2016,12040,130,64,1188,295,445,5469,149,676,454,483,70,22,1124,378,302,2598
126010,Rollbergesiedlung,Reinickendorf,2016,12911,143,77,914,264,572,4634,154,759,187,385,77,11,2697,1662,341,2543
126011,MV Nord,Reinickendorf,2016,12364,185,118,1458,436,515,5657,161,963,365,110,98,43,1116,244,334,3567
126012,MV Sued,Reinickendorf,2016,7279,89,52,847,163,401,2459,111,720,119,305,134,15,787,74,141,2043
