key,neighborhood,district,year,crimes_total,robbery,street_handbag_roberry,physical_injuries_total,dangerous_serious_bodily_harm,dep_of_liberty_coercion_threats_stalking,theft_total,theft_of_motor_vehicles,theft_parts_motor_vehicles,bike_theft,res_burglarly,arson_offense_total,arson,prop_damage_total,prop_damage_graffiti,drugs,neighborhood_offence
045009,Halensee,Charlottenburg-Wilmersdorf,2014,15217,139,69,951,208,508,6873,273,1290,805,562,31,23,974,200,304,2822
045010,Lietzenburger Strasse,Charlottenburg-Wilmersdorf,2014,31912,397,205,2449,769,639,15538,300,1816,1064,631,69,28,1585,446,544,5108
045011,Volkspark Wilmersdorf,Charlottenburg-Wilmersdorf,2014,11577,149,96,763,156,281,5894,185,1257,1212,477,26,15,778,190,177,2125
050000,Spandau,Spandau-Total,2014,11634,151,86,1196,272,434,5001,137,828,515,244,76,31,1074,136,241,2813
051001,Hakenfelde,Spandau,2014,6501,74,44,658,183,279,2996,144,610,275,153,74,26,715,31,140,1613
051002,Falkenhagener Feld,Spandau,2014,8037,86,30,1039,218,344,3010,78,561,415,248,71,25,840,81,147,2428
051003,Spandau Mitte,Spandau,2014,18458,284,184,1887,442,596,7920,106,989,869,158,75,29,1497,232,619,4562
052004,Brunsbuetteler Damm,Spandau,2014,6856,58,45,570,156,334,3386,147,619,267,321,58,18,610,62,107,1475
052005,Heerstrasse,Spandau,2014,9692,132,93,1273,239,438,3682,128,542,364,264,111,36,1041,71,103,3058
052006,Wilhelmstadt,Spandau,2014,16392,179,79,1541,372,539,6572,94,694,706,278,53,32,1409,322,261,3066
053007,Haselhorst,Spandau,2014,12553,126,46,915,199,312,5541,205,1233,431,205,113,53,1047,113,119,2234
053008,Siemensstadt,Spandau,2014,16570,193,56,1326,346,466,8084,305,1575,820,249,72,40,1286,362,104,3656
054009,Gatow/Kladow,Spandau,2014,5049,31,16,413,84,162,2344,110,481,141,330,31,21,471,26,26,785
060000,Steglitz-Zehlendorf,Steglitz-Zehlendorf-Total,2014,8415,70,39,529,102,265,4394,195,942,624,463,47,17,866,196,145,1576
061001,Schlossstrasse,Steglitz-Zehlendorf,2014,18178,193,78,785,202,344,10523,179,789,821,528,28,9,1060,312,165,2189
061002,Albrechtstrasse,Steglitz-Zehlendorf,2014,5986,82,48,494,82,247,2760,165,660,438,278,31,10,762,144,78,1514
062003,Lankwitz,Steglitz-Zehlendorf,2014,6683,60,31,643,150,295,2706,160,686,241,241,83,43,626,88,260,1543
062004,Ostpreussendamm,Steglitz-Zehlendorf,2014,7537,43,20,561,109,237,3604,180,815,689,372,31,14,975,215,123,1582
063005,Teltower Damm,Steglitz-Zehlendorf,2014,7577,75,36,441,88,232,4108,175,1060,936,441,33,12,894,202,112,1331
063006,Drakestrasse,Steglitz-Zehlendorf,2014,6851,19,15,402,61,205,3484,182,756,481,288,21,15,574,110,93,1141
064007,Zehlendorf Suedwest,Steglitz-Zehlendorf,2014,9397,70,54,487,93,237,4893,269,1195,557,619,47,12,1148,397,86,1436
064008,Zehlendorf Nord,Steglitz-Zehlendorf,2014,8964,50,24,333,67,192,5638,249,1367,897,1069,58,14,945,336,101,1504
070000,Tempelhof-Schoeneberg,Tempelhof-Schoeneberg-Total,2014,12072,149,92,936,212,377,5727,151,1002,763,336,64,22,1012,187,344,2423
071001,Schoeneberg Nordwest,Tempelhof-Schoeneberg,2014,25749,484,309,2042,618,679,13336,118,1106,996,610,118,33,1273,199,887,4995
071002,Schoeneberg Nordost,Tempelhof-Schoeneberg,2014,11468,211,116,837,250,431,5369,164,923,1212,479,56,17,1078,254,341,2536
072003,Schoeneberg Suedwest,Tempelhof-Schoeneberg,2014,10718,99,60,612,129,264,4984,104,1025,1124,433,45,15,786,169,428,1820
072004,Schoeneberg Suedost,Tempelhof-Schoeneberg,2014,16811,123,49,1445,347,389,7155,105,694,1512,284,49,11,1178,330,375,2904
073005,Friedenau West,Tempelhof-Schoeneberg,2014,11994,80,55,459,63,168,7540,139,796,1061,438,51,29,922,345,109,1600
073006,Friedenau Ost,Tempelhof-Schoeneberg,2014,8805,109,76,634,128,237,4665,161,904,1041,355,62,43,804,180,118,1779
074007,Tempelhof Nord,Tempelhof-Schoeneberg,2014,13712,94,41,966,224,312,4769,147,907,924,236,71,29,989,153,1236,2302
074008,Tempelhof Suedwest,Tempelhof-Schoeneberg,2014,13285,152,109,955,188,438,5748,191,1031,537,333,53,16,1166,326,171,2734
074009,Tempelhof Suedost,Tempelhof-Schoeneberg,2014,17917,129,57,1360,329,666,8690,208,2269,508,322,107,29,1331,150,222,3651
075010,Mariendorf Nord,Tempelhof-Schoeneberg,2014,7098,86,53,701,145,288,3001,152,882,231,235,43,23,833,122,165,1824
075011,Mariendorf Sued,Tempelhof-Schoeneberg,2014,8949,103,59,847,246,325,4155,158,1019,374,349,30,10,704,64,187,1885
076012,Marienfelde Nord,Tempelhof-Schoeneberg,2014,7696,122,93,650,122,279,3552,93,998,464,244,99,23,853,128,110,1730
076013,Marienfelde Sued,Tempelhof-Schoeneberg,2014,9150,44,22,680,132,234,4586,154,680,307,95,80,44,944,73,154,1792
076014,Lichtenrade Nord,Tempelhof-Schoeneberg,2014,5393,39,15,540,63,238,2310,156,788,151,360,15,5,613,97,24,1289
076015,Lichtenrade Sued,Tempelhof-Schoeneberg,2014,6326,69,38,628,158,298,2268,144,556,309,178,69,14,892,161,199,1527
080000,Neukoelln,Neukoelln-Total,2014,13889,179,99,1220,323,441,6080,166,1075,535,396,67,28,1313,224,364,2947
081001,Schillerpromenade,Neukoelln,2014,14595,218,112,1530,433,477,5891,78,960,561,383,56,25,1645,589,1467,3548
081002,Neukoellner Mitte/Zentrum,Neukoelln,2014,26639,244,122,1981,642,655,11528,153,1409,637,400,88,29,1630,367,442,4415
081003,Reuterstrasse,Neukoelln,2014,16013,176,79,1313,365,412,6904,112,576,794,477,42,17,1107,300,303,2922
081004,Rixdorf,Neukoelln,2014,13180,215,97,1414,385,392,5926,130,1182,827,485,67,30,1332,247,290,3325
081005,Koellnische Heide,Neukoelln,2014,17069,171,85,1281,361,775,7279,210,2168,237,315,138,79,3469,302,269,3469
082006,Britz Nord,Neukoelln,2014,13751,153,95,1279,307,491,5776,211,1802,344,359,90,32,1126,111,285,3599
082007,Britz,Neukoelln,2014,11671,194,123,889,233,339,4907,220,955,440,471,35,9,964,176,158,2205
082008,Buckow,Neukoelln,2014,5357,61,29,451,72,232,2411,175,708,114,290,29,14,590,50,25,1212
083009,Gropiusstadt West,Neukoelln,2014,13778,189,128,946,256,327,6263,97,537,567,307,61,20,1815,194,112,2878
083010,Gropiusstadt Ost,Neukoelln,2014,6566,101,77,883,249,373,2596,136,415,439,166,89,41,676,36,53,2305
084011,Buckow Nord,Neukoelln,2014,10478,96,43,981,160,320,4924,96,991,320,544,107,85,725,32,85,2121
084012,Rudow,Neukoelln,2014,5657,73,40,434,125,205,2731,269,724,356,410,52,24,660,66,19,1186
090000,Treptow-Koepenick,Treptow-Koepenick-Total,2014,9426,85,54,731,152,295,4811,229,1055,839,201,58,29,1020,221,159,1917
091001,Alt-Treptow,Treptow-Koepenick,2014,18284,389,309,1166,336,380,10631,265,1555,2474,336,97,44,1776,601,557,3172
091002,Plaenterwald,Treptow-Koepenick,2014,11941,82,46,385,73,201,6832,330,1520,577,348,101,73,1218,119,147,2097
091003,Baumschulenweg,Treptow-Koepenick,2014,8758,108,46,564,131,302,5051,359,1190,712,296,40,17,752,137,114,1646
091004,Johannisthal,Treptow-Koepenick,2014,6732,81,49,459,92,238,3153,162,551,448,200,59,16,777,70,76,1328
092005,Oberschoeneweide,Treptow-Koepenick,2014,10483,60,25,1384,322,461,4797,228,1186,685,109,45,30,1042,193,243,2843
092006,Niederschoeneweide,Treptow-Koepenick,2014,16822,121,74,1349,186,251,8467,205,996,1144,186,65,28,1805,847,344,2661
092007,Adlershof,Treptow-Koepenick,2014,13195,81,44,671,137,323,6364,273,1094,1025,174,50,25,1044,435,93,1871
092008,Koellnische Vorstadt/Spindlersfeld,Treptow-Koepenick,2014,9683,49,49,1157,188,336,3788,267,673,762,129,30,10,1019,208,188,2710
093009,Altglienicke,Treptow-Koepenick,2014,5338,35,19,545,77,216,2715,267,618,367,236,19,4,491,81,89,1128
093010,Bohnsdorf,Treptow-Koepenick,2014,6234,57,49,419,90,214,3228,156,994,435,230,8,8,567,99,82,1018
093011,Gruenau,Treptow-Koepenick,2014,10593,89,18,819,338,231,4878,142,1442,1104,142,53,36,2243,1157,71,1745
093012,Schmoeckwitz,Treptow-Koepenick,2014,7846,24,24,464,49,147,4278,73,1296,147,318,24,0,562,0,24,1027
094013,Koepenick Sued,Treptow-Koepenick,2014,5111,18,9,354,80,186,2644,124,1008,336,115,106,18,840,97,44,1070
094014,Allende-Viertel,Treptow-Koepenick,2014,7231,45,18,660,125,312,3450,205,588,580,98,89,53,945,125,107,1828
094015,Altstadt Koepenick,Treptow-Koepenick,2014,9292,15,0,1206,139,325,3370,139,866,711,93,170,93,1237,124,46,2381
094016,Mueggelheim,Treptow-Koepenick,2014,2957,0,0,169,31,77,1609,61,536,123,245,46,46,322,15,46,383
095017,Friedrichshagen,Treptow-Koepenick,2014,7328,11,0,438,146,214,4417,270,865,1433,140,17,11,832,208,51,1472
095018,Rahnsdorf,Treptow-Koepenick,2014,6375,22,11,366,78,188,3703,67,1364,898,333,33,11,721,133,11,820
095019,Dammvorstadt,Treptow-Koepenick,2014,15977,142,71,1266,354,334,7168,121,456,1448,81,61,30,1843,294,435,3331
095020,Koepenick Nord,Treptow-Koepenick,2014,5369,24,16,342,90,228,2762,204,758,611,204,8,8,750,220,98,1132
100000,Marzahn-Hellersdorf,Marzahn-Hellersdorf-Total,2014,9539,102,62,1171,214,358,3734,187,700,461,150,64,23,1007,161,135,2428
101001,Marzahn Nord,Marzahn-Hellersdorf,2014,8585,142,86,1834,319,413,2885,189,461,418,82,86,30,874,146,159,3186
101002,Marzahn Mitte,Marzahn-Hellersdorf,2014,10224,144,94,1481,322,348,3683,170,652,400,61,50,24,1115,117,152,2951
101003,Marzahn Sued,Marzahn-Hellersdorf,2014,9244,149,79,905,182,293,3733,312,840,303,127,68,19,940,130,84,1972
102004,Hellersdorf Nord,Marzahn-Hellersdorf,2014,12811,83,50,1829,323,534,4669,193,614,489,107,92,39,1637,326,267,3750
102005,Hellersdorf Ost,Marzahn-Hellersdorf,2014,8706,93,46,1191,165,397,3022,139,516,536,62,41,21,959,242,201,2708
102006,Hellersdorf Sued,Marzahn-Hellersdorf,2014,7999,70,53,1026,184,393,2535,176,388,360,94,119,33,1059,303,86,2306
103007,Biesdorf,Marzahn-Hellersdorf,2014,8206,35,23,605,94,234,4308,156,1053,691,242,31,8,601,62,121,1252
104008,Kaulsdorf,Marzahn-Hellersdorf,2014,5880,27,5,333,48,172,2859,81,919,505,403,43,21,758,81,27,1027
104009,Mahlsdorf,Marzahn-Hellersdorf,2014,7147,18,7,360,73,176,4446,110,554,433,290,15,4,616,183,18,789
110000,Lichtenberg,Lichtenberg-Total,2014,9644,89,53,897,183,294,4671,262,929,659,201,50,20,944,208,142,2149
111001,Malchow,Lichtenberg,2014,7952,23,23,343,0,251,4890,69,823,206,366,46,23,868,137,91,1005
111002,Neu-Hohenschoenhausen Nord,Lichtenberg,2014,6746,68,50,1031,157,378,2301,111,400,321,46,39,7,806,54,189,2137
111003,Neu-Hohenschoenhausen Sued,Lichtenberg,2014,8400,120,85,1219,251,298,3676,244,379,441,89,35,12,681,104,182,2403
112004,Alt-Hohenschoenhausen Nord,Lichtenberg,2014,9756,73,44,878,190,263,5218,183,673,337,403,51,7,790,81,88,1771
112005,Alt-Hohenschoenhausen Sued,Lichtenberg,2014,8678,71,34,861,142,304,4153,203,1054,412,236,47,7,902,192,152,2178
113006,Fennpfuhl,Lichtenberg,2014,8506,68,34,783,146,276,3865,421,1000,545,223,15,9,963,207,108,1904
113007,Alt-Lichtenberg,Lichtenberg,2014,15365,144,76,1130,295,329,7898,382,1583,877,238,42,26,1103,253,166,2842
113008,Frankfurter Allee Sued,Lichtenberg,2014,17822,150,90,1336,269,229,7939,349,1326,1346,170,110,30,1237,409,349,2583
114009,Neu-Lichtenberg,Lichtenberg,2014,9665,66,36,793,167,255,5063,203,766,927,226,46,16,1202,344,124,2453
114010,Friedrichsfelde Nord,Lichtenberg,2014,11207,139,88,1001,292,365,5136,380,811,438,263,22,7,935,314,95,2360
114011,Friedrichsfelde Sued,Lichtenberg,2014,6433,48,20,537,121,178,2841,218,566,525,202,24,20,727,348,69,1333
115012,Rummelsburger Bucht,Lichtenberg,2014,13877,59,30,1004,295,295,8385,266,1860,1594,443,443,266,1417,472,354,2628
115013,Karlshorst,Lichtenberg,2014,6358,33,21,425,100,208,3611,183,884,1026,150,33,17,517,75,21,1113
120000,Reinickendorf,Reinickendorf-Total,2014,11558,135,72,1062,252,442,5298,139,975,536,433,85,31,1024,169,328,2803
121001,Ost 1 - Reginhardstrasse,Reinickendorf,2014,12147,121,61,1398,360,625,4929,129,784,671,538,91,34,1087,144,314,3925
121002,Ost 2 - Alt-Reinickendorf,Reinickendorf,2014,14268,199,100,1250,303,510,5778,165,985,644,429,73,27,1246,376,518,3443
122003,West 4 - Auguste-Viktoria-Allee,Reinickendorf,2014,13860,156,74,1230,289,445,6243,152,937,445,500,66,39,1546,254,269,3369
122004,West 1 - Tegel-Sued/Flughafensee,Reinickendorf,2014,15486,67,34,1091,283,640,4464,121,983,391,303,81,47,848,47,1003,2788
122005,West 5 - Tegel,Reinickendorf,2014,18534,233,97,1312,321,418,9826,126,671,1089,175,39,10,1458,408,525,3334
124006,West 2 - Heiligensee/Konradshoehe,Reinickendorf,2014,5074,12,0,295,71,158,2452,125,902,291,519,25,4,632,91,100,773
124007,Nord 1 - Frohnau/Hermsdorf,Reinickendorf,2014,5792,55,39,322,79,143,3443,182,1096,595,735,43,21,562,103,94,865
125008,West 3 - Borsigwalde/Freie Scholle,Reinickendorf,2014,7519,93,37,621,155,280,3387,118,752,230,410,37,0,746,149,143,1846
125009,Nord 2 - Waidmannslust/Wittenau/Luebars,Reinickendorf,2014,10613,162,106,1160,288,357,4875,76,826,568,407,69,10,1001,288,205,2512
126010,Rollbergesiedlung,Reinickendorf,2014,10930,184,69,876,138,404,4416,92,899,357,288,115,58,1234,323,150,2341
126011,MV Nord,Reinickendorf,2014,13478,219,118,1719,435,642,6255,138,984,443,150,179,81,1146,102,297,4715
126012,MV Sued,Reinickendorf,2014,8570,55,39,977,219,430,3086,102,773,344,234,211,39,1008,55,219,2477
010000,Mitte,Mitte-Total,2015,26957,289,164,1978,535,578,12971,142,1348,1278,352,70,31,1463,337,734,4196
011001,Tiergarten Sued,Mitte,2015,38575,571,409,3340,768,754,19164,106,2205,1733,366,127,78,2107,585,951,6623
011002,Regierungsviertel,Mitte,2015,102068,752,356,4731,950,1287,57888,148,2840,3593,475,99,40,3108,1089,455,8541
011003,Alexanderplatz,Mitte,2015,45938,305,176,2882,830,629,24324,156,1572,2097,459,68,23,2295,660,971,5876
011004,Brunnenstrasse Sued,Mitte,2015,16175,102,46,731,145,215,8665,208,815,1486,381,32,21,1302,494,258,3060
012005,Moabit West,Mitte,2015,16612,257,121,1272,338,416,6810,119,1304,756,250,56,22,993,165,369,2713
012006,Moabit Ost,Mitte,2015,38491,232,120,2002,516,560,13505,115,1180,1240,268,49,16,1224,229,934,3852
013007,Osloer Strasse,Mitte,2015,21157,259,156,2074,641,647,9561,92,871,837,441,92,34,1264,190,610,4175
013008,Brunnenstrasse Nord,Mitte,2015,20049,229,101,1534,392,534,8738,177,1104,1084,308,60,27,1455,346,744,3381
014009,Parkviertel,Mitte,2015,16095,184,100,1534,402,486,8119,125,1216,778,286,70,36,1119,204,436,3383
014010,Wedding Zentrum,Mitte,2015,18140,264,161,1829,551,630,6873,86,894,778,362,61,25,1142,227,1039,3760
020000,Friedrichshain-Kreuzberg,Friedrichshain-Kreuzberg-Total,2015,24317,371,210,1700,542,399,11858,185,1200,1522,313,82,34,1705,466,2011,4052
021001,Suedliche  Friedrichstadt,Friedrichshain-Kreuzberg,2015,28914,335,157,1755,495,572,12863,145,2165,1097,380,75,25,1715,305,1052,4127
022002,Tempelhofer Vorstadt,Friedrichshain-Kreuzberg,2015,18081,165,76,1211,300,314,9672,222,1165,1902,380,59,29,1198,252,548,2836
023003,Noerdliche Luisenstadt,Friedrichshain-Kreuzberg,2015,36325,656,321,2888,1029,472,16921,165,1246,1718,406,137,42,2081,566,2454,5370
023004,Suedliche Luisenstadt,Friedrichshain-Kreuzberg,2015,31095,615,394,1750,705,532,12564,184,1143,1530,307,101,47,1682,593,7074,4058
024005,Karl-Marx-Allee Nord,Friedrichshain-Kreuzberg,2015,10913,154,77,665,202,206,6255,210,845,1000,326,39,13,965,266,154,2930
024006,Karl-Marx-Allee Sued,Friedrichshain-Kreuzberg,2015,31468,523,355,2631,719,460,16428,121,987,1288,184,59,29,2070,690,1752,5174
025007,Frankfurter Allee Nord,Friedrichshain-Kreuzberg,2015,16064,97,52,1108,330,271,7338,184,469,1375,208,135,63,1924,469,243,3709
025008,Frankfurter Allee Sued FK,Friedrichshain-Kreuzberg,2015,24917,395,204,2164,760,330,11924,132,744,1408,247,69,24,2184,837,3016,4825
030000,Pankow,Pankow-Total,2015,11423,78,39,690,160,246,6726,195,868,1182,276,51,21,1098,331,132,2967
031001,Buch,Pankow,2015,12337,66,33,1187,336,501,5918,257,1220,970,158,145,26,1827,396,198,2837
032002,Blankenfelde/Niederschoenhausen,Pankow,2015,5459,26,4,421,78,205,2711,71,731,433,246,52,15,537,145,67,1066
032003,Buchholz,Pankow,2015,4578,12,0,351,69,138,2205,104,253,207,196,40,23,535,190,29,783
033004,Karow,Pankow,2015,4429,37,21,320,69,197,2361,91,592,490,203,27,5,506,85,21,768
033005,Blankenburg/Heinersdorf/Maerchenland,Pankow,2015,10059,55,7,679,171,261,5472,103,850,885,425,34,21,782,171,41,1317
034006,Schoenholz/Wilhelmsruh/Rosenthal,Pankow,2015,6052,34,6,319,40,177,3217,114,884,422,382,51,23,616,114,46,998
034007,Pankow Zentrum,Pankow,2015,11265,110,64,667,147,260,6583,150,563,1830,257,38,14,1152,332,121,2272
034008,Pankow Sued,Pankow,2015,8244,98,59,483,98,207,4540,154,657,995,216,33,21,811,228,107,2452
035009,Weissensee,Pankow,2015,11666,58,19,931,203,375,6703,242,854,984,270,47,6,1293,264,125,3278
035010,Weissensee Ost,Pankow,2015,9616,33,7,890,165,297,4696,165,890,554,303,59,20,1101,297,218,2401
036011,Prenzlauer Berg Nordwest,Pankow,2015,15348,171,95,818,238,183,9329,155,834,1716,230,83,40,1232,457,270,4593
036012,Prenzlauer Berg Nord,Pankow,2015,14756,89,30,708,149,201,9754,320,771,2015,209,34,15,916,294,112,4466
036013,Helmholtzplatz,Pankow,2015,13661,27,13,566,157,180,9482,144,440,1451,310,22,13,1254,431,85,5393
036014,Prenzlauer Berg Ost,Pankow,2015,18684,121,62,903,202,280,10974,222,1651,1515,296,66,35,2044,1005,167,3049
037015,Prenzlauer Berg Suedwest,Pankow,2015,15867,67,35,1122,315,201,9884,232,854,1515,457,39,16,1551,535,181,4723
037016,Prenzlauer Berg Sued,Pankow,2015,11167,41,25,462,106,162,7415,247,1017,1095,300,44,31,1036,321,53,3898
040000,Charlottenburg-Wilmersdorf,Charlottenburg-Wilmersdorf-Total,2015,17283,164,88,1162,269,414,9352,226,1374,1168,479,44,20,1039,167,270,3178
041001,Charlottenburg Nord,Charlottenburg-Wilmersdorf,2015,15545,127,58,1236,206,613,6302,280,1769,359,380,69,21,1178,53,845,3571
042002,Heerstrasse,Charlottenburg-Wilmersdorf,2015,16928,87,55,1186,316,308,6902,308,2024,625,870,79,24,1210,316,190,2467
042003,Westend,Charlottenburg-Wilmersdorf,2015,17501,88,44,833,190,449,10748,292,1267,661,515,80,26,1085,99,47,2710
043004,Schloss Charlottenburg,Charlottenburg-Wilmersdorf,2015,13168,119,71,999,247,375,6769,161,828,1191,344,28,9,1006,218,287,2668
043005,Mierendorffplatz,Charlottenburg-Wilmersdorf,2015,14979,133,67,1039,307,386,6816,187,1406,820,313,80,47,973,127,200,2545
043006,Otto-Suhr-Allee/Kantstrasse,Charlottenburg-Wilmersdorf,2015,23262,231,109,1416,347,465,12542,101,972,1536,398,42,19,1292,124,408,3907
044007,Grunewald,Charlottenburg-Wilmersdorf,2015,9499,54,32,698,150,360,5378,258,1703,441,994,48,27,924,263,59,2300
044008,Schmargendorf,Charlottenburg-Wilmersdorf,2015,7255,43,22,445,46,178,4408,224,1001,928,350,18,12,593,92,43,1570
045009,Halensee,Charlottenburg-Wilmersdorf,2015,16282,107,53,846,179,381,8726,267,1356,1131,606,30,19,952,179,209,3154
045010,Lietzenburger Strasse,Charlottenburg-Wilmersdorf,2015,34503,362,170,2695,709,605,19011,240,1812,1493,562,63,28,1612,448,375,5707
045011,Volkspark Wilmersdorf,Charlottenburg-Wilmersdorf,2015,11897,125,82,711,113,261,6718,186,1167,1543,383,15,6,794,215,138,2367
050000,Spandau,Spandau-Total,2015,11398,116,61,1134,250,465,5119,160,759,400,254,66,28,974,138,213,2869
051001,Hakenfelde,Spandau,2015,7325,64,38,821,115,381,3532,124,637,304,192,56,30,787,64,64,2386
051002,Falkenhagener Feld,Spandau,2015,7837,78,43,1007,213,452,3228,98,442,357,234,70,23,831,58,90,2831
051003,Spandau Mitte,Spandau,2015,18330,282,154,1759,445,710,7474,179,858,548,249,73,34,1476,268,489,4494
052004,Brunsbuetteler Damm,Spandau,2015,7373,71,27,705,124,337,3609,160,545,288,279,67,22,785,49,44,1938
052005,Heerstrasse,Spandau,2015,9224,77,49,1182,284,449,3784,109,673,203,270,74,42,1045,302,81,2855
052006,Wilhelmstadt,Spandau,2015,17823,83,37,1376,272,470,7278,112,820,530,215,43,14,1164,232,413,2697
053007,Haselhorst,Spandau,2015,12708,137,46,1016,189,436,6490,371,931,469,247,65,33,749,85,130,3151
053008,Siemensstadt,Spandau,2015,14942,118,47,1013,228,393,7770,275,1029,613,314,102,39,919,173,110,2875
054009,Gatow/Kladow,Spandau,2015,5095,21,5,538,144,200,2507,72,713,179,333,56,21,533,51,10,1046
060000,Steglitz-Zehlendorf,Steglitz-Zehlendorf-Total,2015,8449,61,33,537,106,249,4518,166,834,791,431,29,11,806,191,120,1506
061001,Schlossstrasse,Steglitz-Zehlendorf,2015,19686,115,60,926,183,289,11539,119,972,1600,293,28,9,995,257,151,2123
061002,Albrechtstrasse,Steglitz-Zehlendorf,2015,5939,61,40,447,90,238,2699,182,571,439,255,15,13,698,119,88,1514
062003,Lankwitz,Steglitz-Zehlendorf,2015,6058,45,26,637,128,257,2304,105,492,259,247,17,0,708,124,183,1459
062004,Ostpreussendamm,Steglitz-Zehlendorf,2015,7068,46,20,553,129,229,3499,115,662,659,473,52,20,833,281,103,1420
063005,Teltower Damm,Steglitz-Zehlendorf,2015,7820,48,30,452,90,222,4317,150,739,1311,395,36,18,778,210,126,1245
063006,Drakestrasse,Steglitz-Zehlendorf,2015,7628,38,21,427,59,211,4036,192,863,562,419,21,6,549,105,86,1179
064007,Zehlendorf Suedwest,Steglitz-Zehlendorf,2015,8976,58,27,524,113,237,4606,179,858,757,528,23,4,1216,423,66,1321
064008,Zehlendorf Nord,Steglitz-Zehlendorf,2015,9435,60,31,461,98,225,6012,215,1373,1084,824,36,14,1082,368,91,1729
070000,Tempelhof-Schoeneberg,Tempelhof-Schoeneberg-Total,2015,12298,126,73,923,210,351,6033,171,878,864,309,50,17,986,175,266,2349
071001,Schoeneberg Nordwest,Tempelhof-Schoeneberg,2015,27455,485,302,2268,639,548,14498,95,1057,1227,461,52,20,1521,302,814,5466
071002,Schoeneberg Nordost,Tempelhof-Schoeneberg,2015,13027,157,102,1047,280,394,6441,182,1013,1381,470,55,25,1195,318,246,2899
072003,Schoeneberg Suedwest,Tempelhof-Schoeneberg,2015,10431,79,59,928,221,280,5309,133,766,1351,260,5,0,742,108,388,2338
072004,Schoeneberg Suedost,Tempelhof-Schoeneberg,2015,19738,141,52,1287,317,358,8781,100,874,1552,358,34,17,1435,375,341,3143
073005,Friedenau West,Tempelhof-Schoeneberg,2015,10722,79,50,455,46,259,6696,129,697,1506,200,21,8,763,317,108,1402
073006,Friedenau Ost,Tempelhof-Schoeneberg,2015,8834,80,47,567,98,244,4752,211,937,862,239,23,14,745,150,80,1640
074007,Tempelhof Nord,Tempelhof-Schoeneberg,2015,14430,57,40,986,241,418,4745,149,905,894,201,97,29,1398,206,865,2636
074008,Tempelhof Suedwest,Tempelhof-Schoeneberg,2015,12936,78,23,1042,221,391,5725,176,980,681,186,91,16,1192,306,88,2384
074009,Tempelhof Suedost,Tempelhof-Schoeneberg,2015,21780,118,49,1289,277,596,9088,340,1712,513,236,76,7,1470,194,229,3133
075010,Mariendorf Nord,Tempelhof-Schoeneberg,2015,7733,72,39,587,151,184,4114,148,800,288,184,39,20,685,105,105,1485
075011,Mariendorf Sued,Tempelhof-Schoeneberg,2015,8345,78,44,554,122,214,4051,185,880,413,301,49,24,783,39,180,1527
076012,Marienfelde Nord,Tempelhof-Schoeneberg,2015,7028,52,35,705,156,277,3165,81,670,456,387,40,6,728,110,92,1490
076013,Marienfelde Sued,Tempelhof-Schoeneberg,2015,8886,57,21,719,135,328,4308,107,506,285,164,78,28,926,64,185,2015
076014,Lichtenrade Nord,Tempelhof-Schoeneberg,2015,5339,39,24,532,87,261,2290,193,474,159,633,29,10,551,68,53,1266
076015,Lichtenrade Sued,Tempelhof-Schoeneberg,2015,6731,75,44,605,96,349,2602,273,427,383,328,75,24,930,246,168,1504
080000,Neukoelln,Neukoelln-Total,2015,14406,178,100,1153,312,419,6646,166,989,730,362,78,33,1275,198,516,3019
081001,Schillerpromenade,Neukoelln,2015,16757,280,160,1385,412,437,6870,92,1074,776,311,77,31,1530,369,2472,3497
081002,Neukoellner Mitte/Zentrum,Neukoelln,2015,26670,238,108,2015,638,568,12412,145,1067,881,406,77,28,1769,318,522,4546
081003,Reuterstrasse,Neukoelln,2015,17502,262,124,1150,327,369,8243,74,641,1336,393,67,32,1247,304,475,3211
081004,Rixdorf,Neukoelln,2015,13894,190,111,1231,358,450,6751,126,850,1119,492,64,32,1319,205,450,3699
081005,Koellnische Heide,Neukoelln,2015,17514,207,110,1564,368,627,7814,297,2036,375,271,123,65,2650,330,349,4059
082006,Britz Nord,Neukoelln,2015,13477,138,77,1164,318,559,5577,185,1451,415,282,77,46,877,103,220,2973
082007,Britz,Neukoelln,2015,12596,118,53,880,193,293,5433,153,1130,661,363,57,31,963,166,320,2071
082008,Buckow,Neukoelln,2015,6037,39,18,617,128,303,2658,196,766,221,385,53,36,613,89,50,1575
083009,Gropiusstadt West,Neukoelln,2015,15253,148,97,1064,239,377,7044,132,636,519,173,137,20,2468,183,102,3145
083010,Gropiusstadt Ost,Neukoelln,2015,7622,100,88,944,260,366,3492,189,519,496,147,77,29,667,47,65,2879
084011,Buckow Nord,Neukoelln,2015,10241,117,53,998,159,340,4563,159,817,382,393,64,53,520,11,117,2080
084012,Rudow,Neukoelln,2015,6759,65,47,504,100,261,3097,231,814,385,424,68,26,725,98,84,1402
090000,Treptow-Koepenick,Treptow-Koepenick-Total,2015,9623,79,39,742,173,291,4668,183,702,829,283,62,28,941,184,206,1913
091001,Alt-Treptow,Treptow-Koepenick,2015,19828,460,303,1335,442,434,11037,251,754,2480,338,43,35,1656,538,1214,3997
091002,Plaenterwald,Treptow-Koepenick,2015,17251,55,27,556,64,355,6276,474,1230,546,219,46,9,1166,246,64,2550
091003,Baumschulenweg,Treptow-Koepenick,2015,9067,79,28,684,112,264,5091,241,869,622,415,39,11,864,179,140,1951
