key,neighborhood,neighborhood_original,Prognoseraum (Name),district,district_original,year,crimes_total,robbery,street_handbag_roberry,physical_injuries_total,dangerous_serious_bodily_harm,dep_of_liberty_coercion_threats_stalking,theft_total,theft_of_motor_vehicles,theft_parts_motor_vehicles,bike_theft,res_burglarly,arson_offense_total,arson,prop_damage_total,prop_damage_graffiti,drugs,neighborhood_offence,,,,,,,,,,,,,,,,,,,
036011,Prenzlauer Berg Nordwest,Prenzlauer Berg Nordwest,Nördlicher Prenzlauer Berg,Pankow,Pankow,2016,4104,33,19,232,60,82,2484,65,205,494,87,12,4,338,107,89,1144,,,,,,,,,,,,,,,,,,,
036012,Prenzlauer Berg Nord,Prenzlauer Berg Nord,Nördlicher Prenzlauer Berg,Pankow,Pankow,2016,3641,26,10,158,37,63,2144,55,204,557,71,16,8,332,86,35,764,,,,,,,,,,,,,,,,,,,
036013,Helmholtzplatz,Helmholtzplatz,Nördlicher Prenzlauer Berg,Pankow,Pankow,2016,2703,21,7,164,33,56,1698,28,96,351,71,10,3,269,90,44,735,,,,,,,,,,,,,,,,,,,
036014,Prenzlauer Berg Ost,Prenzlauer Berg Ost,Nördlicher Prenzlauer Berg,Pankow,Pankow,2016,4939,36,20,307,76,79,2732,65,357,445,110,22,4,564,265,61,748,,,,,,,,,,,,,,,,,,,
037015,Prenzlauer Berg Suedwest,Prenzlauer Berg Südwest,Südlicher Prenzlauer Berg,Pankow,Pankow,2016,4237,25,9,327,92,89,2562,66,233,533,114,15,5,372,158,28,993,,,,,,,,,,,,,,,,,,,
037016,Prenzlauer Berg Sued,Prenzlauer Berg Süd,Südlicher Prenzlauer Berg,Pankow,Pankow,2016,3227,19,8,159,34,45,1739,85,271,443,97,13,4,374,117,40,742,,,,,,,,,,,,,,,,,,,
040000,Charlottenburg-Wilmersdorf,Charlottenburg-Wilmersdorf,Charlottenburg-Wilmersdorf,Charlottenburg-Wilmersdorf-Total,Charlottenburg-Wilmersdorf-Total,2016,55242,523,292,3919,865,1418,29432,755,4345,3446,1096,175,83,3573,809,948,9441,,,,,,,,,,,,,,,,,,,
041001,Charlottenburg Nord,Charlottenburg Nord,Charlottenburg Nord,Charlottenburg-Wilmersdorf,Charlottenburg-Wilmersdorf,2016,3176,37,17,312,71,134,1353,61,382,66,51,20,12,274,26,197,778,,,,,,,,,,,,,,,,,,,
042002,Heerstrasse,Heerstraße,Charlottenburg West,Charlottenburg-Wilmersdorf,Charlottenburg-Wilmersdorf,2016,1607,9,5,141,33,34,712,26,136,73,80,10,7,145,45,17,283,,,,,,,,,,,,,,,,,,,
042003,Westend,Westend,Charlottenburg West,Charlottenburg-Wilmersdorf,Charlottenburg-Wilmersdorf,2016,4856,26,11,318,64,129,2943,77,394,172,69,13,6,268,35,36,758,,,,,,,,,,,,,,,,,,,
043004,Schloss Charlottenburg,Schloss Charlottenburg,Charlottenburg Zentrum,Charlottenburg-Wilmersdorf,Charlottenburg-Wilmersdorf,2016,5940,53,27,424,84,147,3400,102,421,456,108,22,15,423,94,95,1066,,,,,,,,,,,,,,,,,,,
043005,Mierendorffplatz,Mierendorffplatz,Charlottenburg Zentrum,Charlottenburg-Wilmersdorf,Charlottenburg-Wilmersdorf,2016,2230,26,11,143,25,77,995,23,153,86,28,8,4,197,50,38,375,,,,,,,,,,,,,,,,,,,
043006,Otto-Suhr-Allee/Kantstrasse,Otto-Suhr-Allee/Kantstraße,Charlottenburg Zentrum,Charlottenburg-Wilmersdorf,Charlottenburg-Wilmersdorf,2016,10776,94,54,745,159,215,5840,62,545,763,178,32,14,665,133,205,1673,,,,,,,,,,,,,,,,,,,
044007,Grunewald,Grunewald,Wilmersdorf Süd,Charlottenburg-Wilmersdorf,Charlottenburg-Wilmersdorf,2016,1738,9,7,101,14,58,905,55,250,95,159,8,3,191,73,18,358,,,,,,,,,,,,,,,,,,,
044008,Schmargendorf,Schmargendorf,Wilmersdorf Süd,Charlottenburg-Wilmersdorf,Charlottenburg-Wilmersdorf,2016,2433,16,9,165,29,64,1433,68,336,288,100,13,3,188,32,19,438,,,,,,,,,,,,,,,,,,,
045009,Halensee,Halensee,Wilmersdorf Zentrum,Charlottenburg-Wilmersdorf,Charlottenburg-Wilmersdorf,2016,3747,29,14,214,54,109,2072,71,395,235,82,9,3,193,21,41,668,,,,,,,,,,,,,,,,,,,
045010,Lietzenburger Strasse,Lietzenburger Straße,Wilmersdorf Zentrum,Charlottenburg-Wilmersdorf,Charlottenburg-Wilmersdorf,2016,12280,139,79,940,232,254,6721,79,623,518,155,16,8,676,217,148,1930,,,,,,,,,,,,,,,,,,,
045011,Volkspark Wilmersdorf,Volkspark Wilmersdorf,Wilmersdorf Zentrum,Charlottenburg-Wilmersdorf,Charlottenburg-Wilmersdorf,2016,6459,52,29,403,91,135,3058,80,456,615,86,18,5,353,83,98,969,,,,,,,,,,,,,,,,,,,
050000,Spandau,Spandau,Spandau,Spandau-Total,Spandau-Total,2016,26444,265,155,2909,670,1052,12047,307,1721,1071,705,166,67,2324,316,446,6370,,,,,,,,,,,,,,,,,,,
051001,Hakenfelde,Hakenfelde,Spandau Mitte / Nord,Spandau,Spandau,2016,1872,14,8,204,46,64,933,28,167,84,55,20,10,174,12,21,461,,,,,,,,,,,,,,,,,,,
051002,Falkenhagener Feld,Falkenhagener Feld,Spandau Mitte / Nord,Spandau,Spandau,2016,3132,28,12,432,86,174,1283,42,233,146,106,28,9,322,36,38,979,,,,,,,,,,,,,,,,,,,
051003,Spandau Mitte,Spandau Mitte,Spandau Mitte / Nord,Spandau,Spandau,2016,6162,78,53,704,180,242,2626,40,282,273,76,17,6,459,59,180,1391,,,,,,,,,,,,,,,,,,,
052004,Brunsbuetteler Damm,Brunsbütteler Damm,Wilhelmstadt / Staaken,Spandau,Spandau,2016,1644,12,5,156,33,50,791,34,124,58,77,13,4,200,25,19,384,,,,,,,,,,,,,,,,,,,
052005,Heerstrasse,Heerstraße,Charlottenburg West,Spandau,Spandau,2016,2867,27,14,420,94,142,1123,20,164,66,119,32,14,353,96,40,920,,,,,,,,,,,,,,,,,,,
052006,Wilhelmstadt,Wilhelmstadt,Wilhelmstadt / Staaken,Spandau,Spandau,2016,6330,50,22,558,133,182,3103,40,288,240,129,17,5,426,47,66,1214,,,,,,,,,,,,,,,,,,,
053007,Haselhorst,Haselhorst,Haselhorst / Siemensstadt,Spandau,Spandau,2016,1837,21,9,174,34,63,895,37,153,68,28,18,8,123,16,30,377,,,,,,,,,,,,,,,,,,,
053008,Siemensstadt,Siemensstadt,Haselhorst / Siemensstadt,Spandau,Spandau,2016,1632,11,8,128,27,56,822,22,115,66,19,7,3,162,22,22,341,,,,,,,,,,,,,,,,,,,
054009,Gatow/Kladow,Gatow/Kladow,Gatow / Kladow,Spandau,Spandau,2016,968,4,4,99,21,47,471,28,64,49,94,8,3,80,3,8,199,,,,,,,,,,,,,,,,,,,
060000,Steglitz-Zehlendorf,Steglitz-Zehlendorf,Steglitz-Zehlendorf,Steglitz-Zehlendorf-Total,Steglitz-Zehlendorf-Total,2016,25537,162,88,1750,352,747,13972,601,2610,2543,1162,142,66,2645,614,361,4528,,,,,,,,,,,,,,,,,,,
061001,Schlossstrasse,Schloßstraße,Steglitz,Steglitz-Zehlendorf,Steglitz-Zehlendorf,2016,4251,36,20,192,44,61,2660,37,207,383,66,8,5,202,36,26,498,,,,,,,,,,,,,,,,,,,
061002,Albrechtstrasse,Albrechtstraße,Steglitz,Steglitz-Zehlendorf,Steglitz-Zehlendorf,2016,3384,23,9,265,44,128,1627,103,362,266,127,31,21,347,46,62,777,,,,,,,,,,,,,,,,,,,
062003,Lankwitz,Lankwitz,Lankwitz/Lichterfelde Ost,Steglitz-Zehlendorf,Steglitz-Zehlendorf,2016,2914,23,12,250,52,112,1259,88,228,111,94,29,9,340,41,79,610,,,,,,,,,,,,,,,,,,,
062004,Ostpreussendamm,Ostpreußendamm,Lankwitz/Lichterfelde Ost,Steglitz-Zehlendorf,Steglitz-Zehlendorf,2016,2527,11,5,253,50,79,1228,67,242,262,105,15,8,346,78,36,574,,,,,,,,,,,,,,,,,,,
063005,Teltower Damm,Teltower Damm,Zehlendorf Süd/Lichterfelde West,Steglitz-Zehlendorf,Steglitz-Zehlendorf,2016,2690,13,10,195,29,83,1423,48,196,490,150,9,2,311,51,37,485,,,,,,,,,,,,,,,,,,,
063006,Drakestrasse,Drakestraße,Zehlendorf Süd/Lichterfelde West,Steglitz-Zehlendorf,Steglitz-Zehlendorf,2016,3421,14,8,246,52,101,1971,92,413,308,204,8,3,291,58,42,597,,,,,,,,,,,,,,,,,,,
064007,Zehlendorf Suedwest,Zehlendorf Südwest,Zehlendorf Nord/Wannsee,Steglitz-Zehlendorf,Steglitz-Zehlendorf,2016,2290,9,1,154,33,78,1149,43,227,156,115,15,6,286,99,30,375,,,,,,,,,,,,,,,,,,,
064008,Zehlendorf Nord,Zehlendorf Nord,Zehlendorf Nord/Wannsee,Steglitz-Zehlendorf,Steglitz-Zehlendorf,2016,4060,21,16,195,48,84,2454,107,647,466,298,15,4,522,205,43,559,,,,,,,,,,,,,,,,,,,
070000,Tempelhof-Schoeneberg,Tempelhof-Schöneberg,Tempelhof-Schoeneberg,Tempelhof-Schoeneberg-Total,Tempelhof-Schöneberg-Total,2016,40896,415,255,3286,696,1145,20586,745,3072,3032,986,226,90,3456,712,1041,8040,,,,,,,,,,,,,,,,,,,
071001,Schoeneberg Nordwest,Schöneberg Nordwest,Schöneberg Nord,Tempelhof-Schoeneberg,Tempelhof-Schöneberg,2016,6640,132,87,527,140,145,3480,32,263,307,86,16,6,349,54,212,1237,,,,,,,,,,,,,,,,,,,
071002,Schoeneberg Nordost,Schöneberg Nordost,Schöneberg Nord,Tempelhof-Schoeneberg,Tempelhof-Schöneberg,2016,3088,26,14,248,59,92,1522,39,196,341,71,13,6,345,48,82,735,,,,,,,,,,,,,,,,,,,
072003,Schoeneberg Suedwest,Schöneberg Südwest,Schöneberg Süd,Tempelhof-Schoeneberg,Tempelhof-Schöneberg,2016,2225,20,12,194,39,66,1115,35,162,265,58,10,4,178,31,54,488,,,,,,,,,,,,,,,,,,,
072004,Schoeneberg Suedost,Schöneberg Südost,Schöneberg Süd,Tempelhof-Schoeneberg,Tempelhof-Schöneberg,2016,5302,24,16,364,68,101,2484,46,199,468,69,17,10,386,116,124,846,,,,,,,,,,,,,,,,,,,
073005,Friedenau West,Friedenau West,Friedenau,Tempelhof-Schoeneberg,Tempelhof-Schöneberg,2016,2727,13,10,120,18,47,1776,34,211,324,38,10,3,209,68,26,405,,,,,,,,,,,,,,,,,,,
073006,Friedenau Ost,Friedenau Ost,Friedenau,Tempelhof-Schoeneberg,Tempelhof-Schöneberg,2016,2041,24,15,115,25,61,1185,49,227,187,41,14,11,199,42,24,359,,,,,,,,,,,,,,,,,,,
074007,Tempelhof Nord,Tempelhof Nord,Tempelhof,Tempelhof-Schoeneberg,Tempelhof-Schöneberg,2016,2736,19,9,224,64,80,1032,43,178,221,36,24,3,245,47,140,498,,,,,,,,,,,,,,,,,,,
074008,Tempelhof Suedwest,Tempelhof Südwest,Tempelhof,Tempelhof-Schoeneberg,Tempelhof-Schöneberg,2016,3885,27,14,304,56,112,1827,83,333,190,51,12,4,299,92,70,688,,,,,,,,,,,,,,,,,,,
074009,Tempelhof Suedost,Tempelhof Südost,Tempelhof,Tempelhof-Schoeneberg,Tempelhof-Schöneberg,2016,2669,23,9,202,42,79,1384,70,241,69,29,12,2,203,46,27,513,,,,,,,,,,,,,,,,,,,
075010,Mariendorf Nord,Mariendorf Nord,Mariendorf,Tempelhof-Schoeneberg,Tempelhof-Schöneberg,2016,2284,19,5,208,46,94,1018,59,233,97,82,19,9,278,49,50,562,,,,,,,,,,,,,,,,,,,
075011,Mariendorf Sued,Mariendorf Süd,Mariendorf,Tempelhof-Schoeneberg,Tempelhof-Schöneberg,2016,1802,14,12,153,28,53,870,50,174,69,130,19,11,188,29,39,373,,,,,,,,,,,,,,,,,,,
076012,Marienfelde Nord,Marienfelde Nord,Marienfelde / Lichtenrade,Tempelhof-Schoeneberg,Tempelhof-Schöneberg,2016,1187,13,9,123,19,26,570,29,100,120,34,14,6,110,16,26,240,,,,,,,,,,,,,,,,,,,
076013,Marienfelde Sued,Marienfelde Süd,Marienfelde / Lichtenrade,Tempelhof-Schoeneberg,Tempelhof-Schöneberg,2016,1162,7,2,136,25,49,530,26,80,39,15,8,0,114,6,29,266,,,,,,,,,,,,,,,,,,,
076014,Lichtenrade Nord,Lichtenrade Nord,Marienfelde / Lichtenrade,Tempelhof-Schoeneberg,Tempelhof-Schöneberg,2016,1111,8,4,123,16,34,517,63,132,53,93,8,3,120,4,34,254,,,,,,,,,,,,,,,,,,,
076015,Lichtenrade Sued,Lichtenrade Süd,Marienfelde / Lichtenrade,Tempelhof-Schoeneberg,Tempelhof-Schöneberg,2016,2037,14,7,224,45,66,928,51,208,122,151,16,6,233,64,69,448,,,,,,,,,,,,,,,,,,,
080000,Neukoelln,Neukölln,Neukoelln,Neukoelln-Total,Neukölln-Total,2016,45437,513,290,4026,1190,1411,22311,633,3118,2175,1228,239,116,4060,654,1107,10662,,,,,,,,,,,,,,,,,,,
081001,Schillerpromenade,Schillerpromenade,Neukölln,Neukoelln,Neukölln,2016,5101,67,38,563,189,151,2424,29,264,262,102,29,15,451,105,334,1426,,,,,,,,,,,,,,,,,,,
081002,Neukoellner Mitte/Zentrum,Neuköllner Mitte/Zentrum,Neukölln,Neukoelln,Neukölln,2016,9781,114,56,763,243,201,4927,56,386,377,124,33,14,660,107,175,1811,,,,,,,,,,,,,,,,,,,
081003,Reuterstrasse,Reuterstraße,Neukölln,Neukoelln,Neukölln,2016,6561,75,42,500,159,165,3365,26,256,486,109,22,12,516,185,154,1346,,,,,,,,,,,,,,,,,,,
081004,Rixdorf,Rixdorf,Neukölln,Neukoelln,Neukölln,2016,5452,67,37,500,154,158,2730,56,338,409,132,33,19,503,74,142,1463,,,,,,,,,,,,,,,,,,,
081005,Koellnische Heide,Köllnische Heide,Neukölln,Neukoelln,Neukölln,2016,2757,17,8,242,60,102,1384,54,276,48,72,17,9,301,23,70,790,,,,,,,,,,,,,,,,,,,
082006,Britz Nord,Britz Nord,Britz/Buckow,Neukoelln,Neukölln,2016,2465,33,19,240,58,100,1010,45,256,47,80,30,20,234,27,37,660,,,,,,,,,,,,,,,,,,,
082007,Britz,Britz,Britz/Buckow,Neukoelln,Neukölln,2016,2897,22,12,231,57,92,1417,67,307,119,138,17,4,247,37,35,630,,,,,,,,,,,,,,,,,,,
082008,Buckow,Buckow,Britz/Buckow,Neukoelln,Neukölln,2016,1607,11,8,179,50,76,653,50,193,39,98,13,5,197,20,20,423,,,,,,,,,,,,,,,,,,,
083009,Gropiusstadt West,Gropiusstadt West,Gropiusstadt,Neukoelln,Neukölln,2016,2730,36,24,175,49,81,1357,36,139,95,43,10,1,418,44,32,593,,,,,,,,,,,,,,,,,,,
083010,Gropiusstadt Ost,Gropiusstadt Ost,Gropiusstadt,Neukoelln,Neukölln,2016,1293,11,8,162,47,67,545,18,97,56,41,8,4,113,4,21,469,,,,,,,,,,,,,,,,,,,
084011,Buckow Nord,Buckow Nord,Buckow Nord/Rudow,Neukoelln,Neukölln,2016,1075,5,0,100,20,42,546,26,117,48,36,5,3,71,5,12,234,,,,,,,,,,,,,,,,,,,
084012,Rudow,Rudow,Buckow Nord/Rudow,Neukoelln,Neukölln,2016,3076,24,14,313,74,120,1458,142,323,143,253,14,6,312,23,38,672,,,,,,,,,,,,,,,,,,,
090000,Treptow-Koepenick,Treptow-Köpenick,Treptow-Koepenick,Treptow-Koepenick-Total,Treptow-Köpenick-Total,2016,23994,146,85,2152,470,718,12524,676,1772,2772,693,161,81,2611,752,371,4979,,,,,,,,,,,,,,,,,,,
091001,Alt-Treptow,Alt-Treptow,Treptow-Köpenick 1,Treptow-Koepenick,Treptow-Köpenick,2016,2236,34,20,169,47,43,1292,22,111,319,38,18,10,187,49,71,399,,,,,,,,,,,,,,,,,,,
091002,Plaenterwald,Plänterwald,Treptow-Köpenick 1,Treptow-Koepenick,Treptow-Köpenick,2016,1309,6,4,77,20,19,670,60,119,108,41,4,2,121,35,9,233,,,,,,,,,,,,,,,,,,,
091003,Baumschulenweg,Baumschulenweg,Treptow-Köpenick 1,Treptow-Koepenick,Treptow-Köpenick,2016,1619,12,7,129,39,58,927,54,138,172,83,7,5,148,42,13,370,,,,,,,,,,,,,,,,,,,
091004,Johannisthal,Johannisthal,Treptow-Köpenick 1,Treptow-Koepenick,Treptow-Köpenick,2016,1471,8,4,110,20,46,782,43,128,169,81,4,2,114,14,15,310,,,,,,,,,,,,,,,,,,,
092005,Oberschoeneweide,Oberschöneweide,Treptow-Köpenick 2,Treptow-Koepenick,Treptow-Köpenick,2016,2333,11,8,270,72,76,1105,66,145,233,41,20,12,292,68,45,619,,,,,,,,,,,,,,,,,,,
092006,Niederschoeneweide,Niederschöneweide,Treptow-Köpenick 2,Treptow-Koepenick,Treptow-Köpenick,2016,1989,12,8,170,33,39,1073,38,82,167,13,4,2,213,106,32,314,,,,,,,,,,,,,,,,,,,
092007,Adlershof,Adlershof,Treptow-Köpenick 2,Treptow-Koepenick,Treptow-Köpenick,2016,2275,11,4,170,33,51,1280,67,125,305,32,11,4,209,51,19,383,,,,,,,,,,,,,,,,,,,
092008,Koellnische Vorstadt/Spindlersfeld,Köllnische Vorstadt/Spindlersfeld,Treptow-Köpenick 2,Treptow-Koepenick,Treptow-Köpenick,2016,888,4,2,111,16,31,397,30,58,81,15,4,1,113,19,12,248,,,,,,,,,,,,,,,,,,,
093009,Altglienicke,Altglienicke,Treptow-Köpenick 3,Treptow-Koepenick,Treptow-Köpenick,2016,1635,3,2,160,25,66,823,85,245,79,107,13,9,169,27,16,361,,,,,,,,,,,,,,,,,,,
093010,Bohnsdorf,Bohnsdorf,Treptow-Köpenick 3,Treptow-Koepenick,Treptow-Köpenick,2016,964,4,1,106,27,39,499,28,81,57,52,3,2,71,14,15,194,,,,,,,,,,,,,,,,,,,
093011,Gruenau,Grünau,Treptow-Köpenick 3,Treptow-Koepenick,Treptow-Köpenick,2016,695,1,1,40,13,23,334,8,52,73,22,3,2,186,143,10,131,,,,,,,,,,,,,,,,,,,
093012,Schmoeckwitz,Schmöckwitz,Treptow-Köpenick 3,Treptow-Koepenick,Treptow-Köpenick,2016,215,0,0,19,2,4,115,6,18,6,24,1,1,13,1,1,29,,,,,,,,,,,,,,,,,,,
094013,Koepenick Sued,Köpenick Süd,Treptow-Köpenick 4,Treptow-Koepenick,Treptow-Köpenick,2016,484,1,1,57,10,13,229,20,46,62,12,10,5,62,11,3,111,,,,,,,,,,,,,,,,,,,
094014,Allende-Viertel,Allende-Viertel,Treptow-Köpenick 4,Treptow-Koepenick,Treptow-Köpenick,2016,753,2,1,82,17,26,395,33,55,58,10,9,5,77,7,6,157,,,,,,,,,,,,,,,,,,,
094015,Altstadt Koepenick,Altstadt Köpenick,Treptow-Köpenick 4,Treptow-Koepenick,Treptow-Köpenick,2016,672,2,2,113,24,35,221,8,23,72,8,1,1,101,22,14,230,,,,,,,,,,,,,,,,,,,
094016,Mueggelheim,Müggelheim,Treptow-Köpenick 4,Treptow-Koepenick,Treptow-Köpenick,2016,270,0,0,16,3,16,98,12,20,14,8,4,3,47,11,1,57,,,,,,,,,,,,,,,,,,,
095017,Friedrichshagen,Friedrichshagen,Treptow-Köpenick 5,Treptow-Koepenick,Treptow-Köpenick,2016,1294,6,3,120,21,38,671,31,68,255,17,6,3,176,49,19,239,,,,,,,,,,,,,,,,,,,
095018,Rahnsdorf,Rahnsdorf,Treptow-Köpenick 5,Treptow-Koepenick,Treptow-Köpenick,2016,616,5,1,41,8,15,337,11,54,143,32,9,3,61,9,3,84,,,,,,,,,,,,,,,,,,,
095019,Dammvorstadt,Dammvorstadt,Treptow-Köpenick 5,Treptow-Koepenick,Treptow-Köpenick,2016,1629,8,5,138,34,36,748,11,31,161,14,6,2,169,61,41,317,,,,,,,,,,,,,,,,,,,
095020,Koepenick Nord,Köpenick Nord,Treptow-Köpenick 5,Treptow-Koepenick,Treptow-Köpenick,2016,647,5,2,54,6,17,326,15,47,114,43,13,2,82,13,5,135,,,,,,,,,,,,,,,,,,,
100000,Marzahn-Hellersdorf,Marzahn-Hellersdorf,Marzahn-Hellersdorf,Marzahn-Hellersdorf-Total,Marzahn-Hellersdorf-Total,2016,24338,235,140,3005,538,898,10394,649,1892,1088,638,210,64,2941,677,357,6188,,,,,,,,,,,,,,,,,,,
101001,Marzahn Nord,Marzahn Nord,Marzahn,Marzahn-Hellersdorf,Marzahn-Hellersdorf,2016,2114,26,18,378,63,98,762,62,128,83,22,18,7,299,99,33,679,,,,,,,,,,,,,,,,,,,
101002,Marzahn Mitte,Marzahn Mitte,Marzahn,Marzahn-Hellersdorf,Marzahn-Hellersdorf,2016,5262,52,28,747,142,178,2181,146,417,159,30,56,12,585,90,79,1505,,,,,,,,,,,,,,,,,,,
101003,Marzahn Sued,Marzahn Süd,Marzahn,Marzahn-Hellersdorf,Marzahn-Hellersdorf,2016,4325,46,22,370,70,129,2003,168,446,116,109,37,14,434,71,43,889,,,,,,,,,,,,,,,,,,,
102004,Hellersdorf Nord,Hellersdorf Nord,Hellersdorf,Marzahn-Hellersdorf,Marzahn-Hellersdorf,2016,4303,21,11,656,113,180,1607,65,262,115,42,34,9,634,175,61,1211,,,,,,,,,,,,,,,,,,,
102005,Hellersdorf Ost,Hellersdorf Ost,Hellersdorf,Marzahn-Hellersdorf,Marzahn-Hellersdorf,2016,1813,27,19,279,55,93,639,39,115,103,18,33,9,292,68,49,594,,,,,,,,,,,,,,,,,,,
102006,Hellersdorf Sued,Hellersdorf Süd,Hellersdorf,Marzahn-Hellersdorf,Marzahn-Hellersdorf,2016,1979,21,13,234,37,79,789,58,113,79,36,8,5,289,88,35,562,,,,,,,,,,,,,,,,,,,
103007,Biesdorf,Biesdorf,Biesdorf,Marzahn-Hellersdorf,Marzahn-Hellersdorf,2016,2055,11,8,152,32,42,1201,37,171,183,167,9,3,172,32,31,326,,,,,,,,,,,,,,,,,,,
104008,Kaulsdorf,Kaulsdorf,Kaulsdorf/Mahlsdorf,Marzahn-Hellersdorf,Marzahn-Hellersdorf,2016,1145,7,2,100,14,38,538,24,81,98,93,6,2,105,9,3,196,,,,,,,,,,,,,,,,,,,
104009,Mahlsdorf,Mahlsdorf,Kaulsdorf/Mahlsdorf,Marzahn-Hellersdorf,Marzahn-Hellersdorf,2016,1342,7,5,82,10,42,674,33,103,128,120,2,1,131,45,11,179,,,,,,,,,,,,,,,,,,,
110000,Lichtenberg,Lichtenberg,Lichtenberg,Lichtenberg-Total,Lichtenberg-Total,2016,28521,237,147,2686,552,829,14126,807,2599,2193,660,177,75,2715,606,429,6181,,,,,,,,,,,,,,,,,,,
111001,Malchow,Malchow,Malchow,Lichtenberg,Lichtenberg,2016,375,0,0,38,13,16,175,5,15,13,17,2,2,31,10,2,67,,,,,,,,,,,,,,,,,,,
111002,Neu-Hohenschoenhausen Nord,Neu-Hohenschönhausen Nord,Hohenschönhausen Nord,Lichtenberg,Lichtenberg,2016,1848,26,16,272,44,73,675,64,141,89,27,17,5,201,31,55,576,,,,,,,,,,,,,,,,,,,
111003,Neu-Hohenschoenhausen Sued,Neu-Hohenschönhausen Süd,Hohenschönhausen Nord,Lichtenberg,Lichtenberg,2016,2211,19,11,329,63,80,957,59,151,88,19,18,4,229,26,43,648,,,,,,,,,,,,,,,,,,,
112004,Alt-Hohenschoenhausen Nord,Alt-Hohenschönhausen Nord,Hohenschönhausen Süd,Lichtenberg,Lichtenberg,2016,1735,7,2,171,29,50,911,31,120,60,67,7,3,136,12,27,350,,,,,,,,,,,,,,,,,,,
112005,Alt-Hohenschoenhausen Sued,Alt-Hohenschönhausen Süd,Hohenschönhausen Süd,Lichtenberg,Lichtenberg,2016,2746,26,21,203,40,59,1484,119,445,169,86,14,4,265,46,26,558,,,,,,,,,,,,,,,,,,,
113006,Fennpfuhl,Fennpfuhl,Lichtenberg Nord,Lichtenberg,Lichtenberg,2016,3432,26,17,278,54,104,1642,140,450,242,95,27,5,360,70,23,702,,,,,,,,,,,,,,,,,,,
113007,Alt-Lichtenberg,Alt-Lichtenberg,Lichtenberg Nord,Lichtenberg,Lichtenberg,2016,5177,47,24,489,117,126,2697,93,355,320,95,27,15,394,93,56,1033,,,,,,,,,,,,,,,,,,,
113008,Frankfurter Allee Sued,Frankfurter Allee Süd,Lichtenberg Nord,Lichtenberg,Lichtenberg,2016,2142,15,9,147,35,41,898,56,138,162,15,10,10,129,39,83,291,,,,,,,,,,,,,,,,,,,
114009,Neu-Lichtenberg,Neu-Lichtenberg,Lichtenberg Mitte,Lichtenberg,Lichtenberg,2016,3371,27,13,286,59,94,1728,49,178,398,65,14,7,417,137,46,755,,,,,,,,,,,,,,,,,,,
114010,Friedrichsfelde Nord,Friedrichsfelde Nord,Lichtenberg Mitte,Lichtenberg,Lichtenberg,2016,1406,8,6,139,21,44,617,41,132,87,21,6,1,161,40,24,286,,,,,,,,,,,,,,,,,,,
114011,Friedrichsfelde Sued,Friedrichsfelde Süd,Lichtenberg Mitte,Lichtenberg,Lichtenberg,2016,1877,13,9,185,41,68,861,68,179,114,51,13,6,191,49,14,436,,,,,,,,,,,,,,,,,,,
115012,Rummelsburger Bucht,Rummelsburger Bucht,Lichtenberg Süd,Lichtenberg,Lichtenberg,2016,441,1,1,24,6,8,290,8,28,82,20,8,6,40,21,7,84,,,,,,,,,,,,,,,,,,,
115013,Karlshorst,Karlshorst,Lichtenberg Süd,Lichtenberg,Lichtenberg,2016,1760,10,7,125,30,57,976,41,152,298,80,7,5,159,32,23,357,,,,,,,,,,,,,,,,,,,
120000,Reinickendorf,Reinickendorf,Reinickendorf,Reinickendorf-Total,Reinickendorf-Total,2016,33207,311,162,2851,703,1173,13841,404,2274,1297,959,177,65,2803,664,971,6930,,,,,,,,,,,,,,,,,,,
121001,Ost 1 - Reginhardstrasse,Ost 1 - Reginhardstraße,Reinickendorf Ost,Reinickendorf,Reinickendorf,2016,3319,40,17,391,100,159,1350,42,278,149,95,31,17,331,30,96,1064,,,,,,,,,,,,,,,,,,,
121002,Ost 2 - Alt-Reinickendorf,Ost 2 - Alt-Reinickendorf,Reinickendorf Ost,Reinickendorf,Reinickendorf,2016,3568,46,26,297,65,139,1576,44,292,148,88,15,6,311,60,161,810,,,,,,,,,,,,,,,,,,,
122003,West 4 - Auguste-Viktoria-Allee,West 4 - Auguste-Viktoria-Allee,Tegel,Reinickendorf,Reinickendorf,2016,3464,29,15,315,85,131,1563,34,246,91,50,19,9,307,75,74,769,,,,,,,,,,,,,,,,,,,
122004,West 1 - Tegel-Sued/Flughafensee,West 1 - Tegel-Süd/Flughafensee,Tegel,Reinickendorf,Reinickendorf,2016,7115,10,2,266,67,98,1071,31,240,65,39,7,3,173,18,236,546,,,,,,,,,,,,,,,,,,,
122005,West 5 - Tegel,West 5 - Tegel,Tegel,Reinickendorf,Reinickendorf,2016,2190,25,14,208,45,55,1079,8,54,106,30,3,1,183,35,29,466,,,,,,,,,,,,,,,,,,,
124006,West 2 - Heiligensee/Konradshoehe,West 2 - Heiligensee/Konradshöhe,Grüner Norden,Reinickendorf,Reinickendorf,2016,1083,7,3,90,16,53,463,38,57,69,80,7,3,151,34,36,220,,,,,,,,,,,,,,,,,,,
124007,Nord 1 - Frohnau/Hermsdorf,Nord 1 - Frohnau/Hermsdorf,Grüner Norden,Reinickendorf,Reinickendorf,2016,1947,18,8,113,30,45,1066,37,175,264,277,16,4,230,56,56,289,,,,,,,,,,,,,,,,,,,
