key,neighborhood,area,year,crime_category,crime_count,rank
11924,Friedenau Ost,Friedenau,2019,theft_parts_motor_vehicles,189,3.0
8959,Friedenau Ost,Friedenau,2020,theft_total,942,1.0
24559,Friedenau Ost,Friedenau,2020,neighborhood_offence,404,2.0
12079,Friedenau Ost,Friedenau,2020,theft_parts_motor_vehicles,253,3.0
9114,Friedenau Ost,Friedenau,2021,theft_total,757,1.0
24714,Friedenau Ost,Friedenau,2021,neighborhood_offence,460,2.0
12234,Friedenau Ost,Friedenau,2021,theft_parts_motor_vehicles,193,3.0
9269,Friedenau Ost,Friedenau,2022,theft_total,941,1.0
24869,Friedenau Ost,Friedenau,2022,neighborhood_offence,562,2.0
20189,Friedenau Ost,Friedenau,2022,prop_damage_total,214,3.0
7873,Friedenau West,Friedenau,2013,theft_total,1896,1.0
23473,Friedenau West,Friedenau,2013,neighborhood_offence,321,2.0
12553,Friedenau West,Friedenau,2013,bike_theft,256,3.0
8028,Friedenau West,Friedenau,2014,theft_total,1791,1.0
23628,Friedenau West,Friedenau,2014,neighborhood_offence,380,2.0
12708,Friedenau West,Friedenau,2014,bike_theft,252,3.0
8183,Friedenau West,Friedenau,2015,theft_total,1605,1.0
12863,Friedenau West,Friedenau,2015,bike_theft,361,2.0
23783,Friedenau West,Friedenau,2015,neighborhood_offence,336,3.0
8338,Friedenau West,Friedenau,2016,theft_total,1776,1.0
23938,Friedenau West,Friedenau,2016,neighborhood_offence,405,2.0
13018,Friedenau West,Friedenau,2016,bike_theft,324,3.0
8493,Friedenau West,Friedenau,2017,theft_total,1429,1.0
13173,Friedenau West,Friedenau,2017,bike_theft,354,2.0
24093,Friedenau West,Friedenau,2017,neighborhood_offence,308,3.0
8648,Friedenau West,Friedenau,2018,theft_total,1442,1.0
24248,Friedenau West,Friedenau,2018,neighborhood_offence,378,2.0
13328,Friedenau West,Friedenau,2018,bike_theft,290,3.0
8803,Friedenau West,Friedenau,2019,theft_total,1164,1.0
24403,Friedenau West,Friedenau,2019,neighborhood_offence,370,2.0
13483,Friedenau West,Friedenau,2019,bike_theft,259,3.0
8958,Friedenau West,Friedenau,2020,theft_total,1126,1.0
24558,Friedenau West,Friedenau,2020,neighborhood_offence,497,2.0
13638,Friedenau West,Friedenau,2020,bike_theft,274,3.0
9113,Friedenau West,Friedenau,2021,theft_total,771,1.0
24713,Friedenau West,Friedenau,2021,neighborhood_offence,342,2.0
20033,Friedenau West,Friedenau,2021,prop_damage_total,193,3.0
9268,Friedenau West,Friedenau,2022,theft_total,940,1.0
24868,Friedenau West,Friedenau,2022,neighborhood_offence,450,2.0
20188,Friedenau West,Friedenau,2022,prop_damage_total,224,3.0
7938,Friedrichsfelde Nord,Lichtenberg Mitte,2013,theft_total,711,1.0
23538,Friedrichsfelde Nord,Lichtenberg Mitte,2013,neighborhood_offence,343,2.0
3258,Friedrichsfelde Nord,Lichtenberg Mitte,2013,physical_injuries_total,154,3.0
8093,Friedrichsfelde Nord,Lichtenberg Mitte,2014,theft_total,703,1.0
23693,Friedrichsfelde Nord,Lichtenberg Mitte,2014,neighborhood_offence,323,2.0
3413,Friedrichsfelde Nord,Lichtenberg Mitte,2014,physical_injuries_total,137,3.0
8248,Friedrichsfelde Nord,Lichtenberg Mitte,2015,theft_total,603,1.0
23848,Friedrichsfelde Nord,Lichtenberg Mitte,2015,neighborhood_offence,306,2.0
3568,Friedrichsfelde Nord,Lichtenberg Mitte,2015,physical_injuries_total,148,3.0
8403,Friedrichsfelde Nord,Lichtenberg Mitte,2016,theft_total,617,1.0
24003,Friedrichsfelde Nord,Lichtenberg Mitte,2016,neighborhood_offence,286,2.0
19323,Friedrichsfelde Nord,Lichtenberg Mitte,2016,prop_damage_total,161,3.0
8558,Friedrichsfelde Nord,Lichtenberg Mitte,2017,theft_total,574,1.0
24158,Friedrichsfelde Nord,Lichtenberg Mitte,2017,neighborhood_offence,285,2.0
19478,Friedrichsfelde Nord,Lichtenberg Mitte,2017,prop_damage_total,147,3.0
8713,Friedrichsfelde Nord,Lichtenberg Mitte,2018,theft_total,513,1.0
24313,Friedrichsfelde Nord,Lichtenberg Mitte,2018,neighborhood_offence,327,2.0
4033,Friedrichsfelde Nord,Lichtenberg Mitte,2018,physical_injuries_total,173,3.0
8868,Friedrichsfelde Nord,Lichtenberg Mitte,2019,theft_total,581,1.0
24468,Friedrichsfelde Nord,Lichtenberg Mitte,2019,neighborhood_offence,402,2.0
4188,Friedrichsfelde Nord,Lichtenberg Mitte,2019,physical_injuries_total,193,3.0
9023,Friedrichsfelde Nord,Lichtenberg Mitte,2020,theft_total,673,1.0
24623,Friedrichsfelde Nord,Lichtenberg Mitte,2020,neighborhood_offence,473,2.0
19943,Friedrichsfelde Nord,Lichtenberg Mitte,2020,prop_damage_total,199,3.0
9178,Friedrichsfelde Nord,Lichtenberg Mitte,2021,theft_total,666,1.0
24778,Friedrichsfelde Nord,Lichtenberg Mitte,2021,neighborhood_offence,453,2.0
20098,Friedrichsfelde Nord,Lichtenberg Mitte,2021,prop_damage_total,187,3.0
9333,Friedrichsfelde Nord,Lichtenberg Mitte,2022,theft_total,620,1.0
24933,Friedrichsfelde Nord,Lichtenberg Mitte,2022,neighborhood_offence,460,2.0
20253,Friedrichsfelde Nord,Lichtenberg Mitte,2022,prop_damage_total,196,3.0
7939,Friedrichsfelde Süd,Lichtenberg Mitte,2013,theft_total,652,1.0
23539,Friedrichsfelde Süd,Lichtenberg Mitte,2013,neighborhood_offence,375,2.0
18859,Friedrichsfelde Süd,Lichtenberg Mitte,2013,prop_damage_total,191,3.0
8094,Friedrichsfelde Süd,Lichtenberg Mitte,2014,theft_total,703,1.0
23694,Friedrichsfelde Süd,Lichtenberg Mitte,2014,neighborhood_offence,330,2.0
19014,Friedrichsfelde Süd,Lichtenberg Mitte,2014,prop_damage_total,180,3.0
8249,Friedrichsfelde Süd,Lichtenberg Mitte,2015,theft_total,712,1.0
23849,Friedrichsfelde Süd,Lichtenberg Mitte,2015,neighborhood_offence,342,2.0
19169,Friedrichsfelde Süd,Lichtenberg Mitte,2015,prop_damage_total,210,3.0
8404,Friedrichsfelde Süd,Lichtenberg Mitte,2016,theft_total,861,1.0
24004,Friedrichsfelde Süd,Lichtenberg Mitte,2016,neighborhood_offence,436,2.0
19324,Friedrichsfelde Süd,Lichtenberg Mitte,2016,prop_damage_total,191,3.0
8559,Friedrichsfelde Süd,Lichtenberg Mitte,2017,theft_total,781,1.0
24159,Friedrichsfelde Süd,Lichtenberg Mitte,2017,neighborhood_offence,374,2.0
19479,Friedrichsfelde Süd,Lichtenberg Mitte,2017,prop_damage_total,233,3.0
8714,Friedrichsfelde Süd,Lichtenberg Mitte,2018,theft_total,806,1.0
24314,Friedrichsfelde Süd,Lichtenberg Mitte,2018,neighborhood_offence,389,2.0
19634,Friedrichsfelde Süd,Lichtenberg Mitte,2018,prop_damage_total,200,3.0
8869,Friedrichsfelde Süd,Lichtenberg Mitte,2019,theft_total,871,1.0
24469,Friedrichsfelde Süd,Lichtenberg Mitte,2019,neighborhood_offence,492,2.0
19789,Friedrichsfelde Süd,Lichtenberg Mitte,2019,prop_damage_total,251,3.0
9024,Friedrichsfelde Süd,Lichtenberg Mitte,2020,theft_total,895,1.0
24624,Friedrichsfelde Süd,Lichtenberg Mitte,2020,neighborhood_offence,471,2.0
19944,Friedrichsfelde Süd,Lichtenberg Mitte,2020,prop_damage_total,247,3.0
9179,Friedrichsfelde Süd,Lichtenberg Mitte,2021,theft_total,1034,1.0
24779,Friedrichsfelde Süd,Lichtenberg Mitte,2021,neighborhood_offence,593,2.0
20099,Friedrichsfelde Süd,Lichtenberg Mitte,2021,prop_damage_total,292,3.0
9334,Friedrichsfelde Süd,Lichtenberg Mitte,2022,theft_total,932,1.0
24934,Friedrichsfelde Süd,Lichtenberg Mitte,2022,neighborhood_offence,482,2.0
20254,Friedrichsfelde Süd,Lichtenberg Mitte,2022,prop_damage_total,237,3.0
7914,Friedrichshagen,Treptow-Köpenick 5,2013,theft_total,553,1.0
12594,Friedrichshagen,Treptow-Köpenick 5,2013,bike_theft,214,2.0
23514,Friedrichshagen,Treptow-Köpenick 5,2013,neighborhood_offence,160,3.0
8069,Friedrichshagen,Treptow-Köpenick 5,2014,theft_total,786,1.0
23669,Friedrichshagen,Treptow-Köpenick 5,2014,neighborhood_offence,262,2.0
12749,Friedrichshagen,Treptow-Köpenick 5,2014,bike_theft,255,3.0
8224,Friedrichshagen,Treptow-Köpenick 5,2015,theft_total,693,1.0
12904,Friedrichshagen,Treptow-Köpenick 5,2015,bike_theft,253,2.0
23824,Friedrichshagen,Treptow-Köpenick 5,2015,neighborhood_offence,194,3.0
8379,Friedrichshagen,Treptow-Köpenick 5,2016,theft_total,671,1.0
13059,Friedrichshagen,Treptow-Köpenick 5,2016,bike_theft,255,2.0
23979,Friedrichshagen,Treptow-Köpenick 5,2016,neighborhood_offence,239,3.0
8534,Friedrichshagen,Treptow-Köpenick 5,2017,theft_total,575,1.0
24134,Friedrichshagen,Treptow-Köpenick 5,2017,neighborhood_offence,218,2.0
13214,Friedrichshagen,Treptow-Köpenick 5,2017,bike_theft,176,3.0
8689,Friedrichshagen,Treptow-Köpenick 5,2018,theft_total,583,1.0
24289,Friedrichshagen,Treptow-Köpenick 5,2018,neighborhood_offence,234,2.0
13369,Friedrichshagen,Treptow-Köpenick 5,2018,bike_theft,212,3.0
8844,Friedrichshagen,Treptow-Köpenick 5,2019,theft_total,534,1.0
24444,Friedrichshagen,Treptow-Köpenick 5,2019,neighborhood_offence,225,2.0
13524,Friedrichshagen,Treptow-Köpenick 5,2019,bike_theft,173,3.0
8999,Friedrichshagen,Treptow-Köpenick 5,2020,theft_total,567,1.0
24599,Friedrichshagen,Treptow-Köpenick 5,2020,neighborhood_offence,267,2.0
19919,Friedrichshagen,Treptow-Köpenick 5,2020,prop_damage_total,181,3.0
9154,Friedrichshagen,Treptow-Köpenick 5,2021,theft_total,473,1.0
24754,Friedrichshagen,Treptow-Köpenick 5,2021,neighborhood_offence,212,2.0
20074,Friedrichshagen,Treptow-Köpenick 5,2021,prop_damage_total,158,3.0
9309,Friedrichshagen,Treptow-Köpenick 5,2022,theft_total,561,1.0
24909,Friedrichshagen,Treptow-Köpenick 5,2022,neighborhood_offence,265,2.0
20229,Friedrichshagen,Treptow-Köpenick 5,2022,prop_damage_total,158,3.0
7811,Friedrichshain-Kreuzberg,Friedrichshain-Kreuzberg,2013,theft_total,24474,1.0
23411,Friedrichshain-Kreuzberg,Friedrichshain-Kreuzberg,2013,neighborhood_offence,11289,2.0
18731,Friedrichshain-Kreuzberg,Friedrichshain-Kreuzberg,2013,prop_damage_total,5094,3.0
7966,Friedrichshain-Kreuzberg,Friedrichshain-Kreuzberg,2014,theft_total,28793,1.0
23566,Friedrichshain-Kreuzberg,Friedrichshain-Kreuzberg,2014,neighborhood_offence,11082,2.0
18886,Friedrichshain-Kreuzberg,Friedrichshain-Kreuzberg,2014,prop_damage_total,5034,3.0
8121,Friedrichshain-Kreuzberg,Friedrichshain-Kreuzberg,2015,theft_total,32845,1.0
23721,Friedrichshain-Kreuzberg,Friedrichshain-Kreuzberg,2015,neighborhood_offence,11223,2.0
22161,Friedrichshain-Kreuzberg,Friedrichshain-Kreuzberg,2015,drugs,5571,3.0
8276,Friedrichshain-Kreuzberg,Friedrichshain-Kreuzberg,2016,theft_total,29984,1.0
23876,Friedrichshain-Kreuzberg,Friedrichshain-Kreuzberg,2016,neighborhood_offence,11368,2.0
19196,Friedrichshain-Kreuzberg,Friedrichshain-Kreuzberg,2016,prop_damage_total,5294,3.0
8431,Friedrichshain-Kreuzberg,Friedrichshain-Kreuzberg,2017,theft_total,25208,1.0
24031,Friedrichshain-Kreuzberg,Friedrichshain-Kreuzberg,2017,neighborhood_offence,9988,2.0
19351,Friedrichshain-Kreuzberg,Friedrichshain-Kreuzberg,2017,prop_damage_total,4629,3.0
8586,Friedrichshain-Kreuzberg,Friedrichshain-Kreuzberg,2018,theft_total,24384,1.0
24186,Friedrichshain-Kreuzberg,Friedrichshain-Kreuzberg,2018,neighborhood_offence,10262,2.0
3906,Friedrichshain-Kreuzberg,Friedrichshain-Kreuzberg,2018,physical_injuries_total,4739,3.0
8741,Friedrichshain-Kreuzberg,Friedrichshain-Kreuzberg,2019,theft_total,25650,1.0
24341,Friedrichshain-Kreuzberg,Friedrichshain-Kreuzberg,2019,neighborhood_offence,12431,2.0
19661,Friedrichshain-Kreuzberg,Friedrichshain-Kreuzberg,2019,prop_damage_total,5349,3.0
8896,Friedrichshain-Kreuzberg,Friedrichshain-Kreuzberg,2020,theft_total,24139,1.0
24496,Friedrichshain-Kreuzberg,Friedrichshain-Kreuzberg,2020,neighborhood_offence,11739,2.0
22936,Friedrichshain-Kreuzberg,Friedrichshain-Kreuzberg,2020,drugs,5995,3.0
9051,Friedrichshain-Kreuzberg,Friedrichshain-Kreuzberg,2021,theft_total,21574,1.0
24651,Friedrichshain-Kreuzberg,Friedrichshain-Kreuzberg,2021,neighborhood_offence,10751,2.0
19971,Friedrichshain-Kreuzberg,Friedrichshain-Kreuzberg,2021,prop_damage_total,5205,3.0
9206,Friedrichshain-Kreuzberg,Friedrichshain-Kreuzberg,2022,theft_total,24461,1.0
24806,Friedrichshain-Kreuzberg,Friedrichshain-Kreuzberg,2022,neighborhood_offence,12827,2.0
20126,Friedrichshain-Kreuzberg,Friedrichshain-Kreuzberg,2022,prop_damage_total,5043,3.0
7858,Gatow/Kladow,Gatow / Kladow,2013,theft_total,429,1.0
23458,Gatow/Kladow,Gatow / Kladow,2013,neighborhood_offence,149,2.0
18778,Gatow/Kladow,Gatow / Kladow,2013,prop_damage_total,116,3.0
8013,Gatow/Kladow,Gatow / Kladow,2014,theft_total,448,1.0
23613,Gatow/Kladow,Gatow / Kladow,2014,neighborhood_offence,150,2.0
11133,Gatow/Kladow,Gatow / Kladow,2014,theft_parts_motor_vehicles,92,3.0
8168,Gatow/Kladow,Gatow / Kladow,2015,theft_total,489,1.0
23768,Gatow/Kladow,Gatow / Kladow,2015,neighborhood_offence,204,2.0
11288,Gatow/Kladow,Gatow / Kladow,2015,theft_parts_motor_vehicles,139,3.0
8323,Gatow/Kladow,Gatow / Kladow,2016,theft_total,471,1.0
23923,Gatow/Kladow,Gatow / Kladow,2016,neighborhood_offence,199,2.0
3643,Gatow/Kladow,Gatow / Kladow,2016,physical_injuries_total,99,3.0
8478,Gatow/Kladow,Gatow / Kladow,2017,theft_total,420,1.0
24078,Gatow/Kladow,Gatow / Kladow,2017,neighborhood_offence,170,2.0
19398,Gatow/Kladow,Gatow / Kladow,2017,prop_damage_total,97,3.0
8633,Gatow/Kladow,Gatow / Kladow,2018,theft_total,395,1.0
24233,Gatow/Kladow,Gatow / Kladow,2018,neighborhood_offence,217,2.0
3953,Gatow/Kladow,Gatow / Kladow,2018,physical_injuries_total,104,3.0
8788,Gatow/Kladow,Gatow / Kladow,2019,theft_total,338,1.0
24388,Gatow/Kladow,Gatow / Kladow,2019,neighborhood_offence,233,2.0
19708,Gatow/Kladow,Gatow / Kladow,2019,prop_damage_total,121,3.0
8943,Gatow/Kladow,Gatow / Kladow,2020,theft_total,313,1.0
24543,Gatow/Kladow,Gatow / Kladow,2020,neighborhood_offence,174,2.0
4263,Gatow/Kladow,Gatow / Kladow,2020,physical_injuries_total,99,3.0
9098,Gatow/Kladow,Gatow / Kladow,2021,theft_total,306,1.0
24698,Gatow/Kladow,Gatow / Kladow,2021,neighborhood_offence,203,2.0
20018,Gatow/Kladow,Gatow / Kladow,2021,prop_damage_total,93,3.0
9253,Gatow/Kladow,Gatow / Kladow,2022,theft_total,303,1.0
24853,Gatow/Kladow,Gatow / Kladow,2022,neighborhood_offence,164,2.0
20173,Gatow/Kladow,Gatow / Kladow,2022,prop_damage_total,75,3.0
7894,Gropiusstadt Ost,Gropiusstadt,2013,theft_total,401,1.0
23494,Gropiusstadt Ost,Gropiusstadt,2013,neighborhood_offence,332,2.0
3214,Gropiusstadt Ost,Gropiusstadt,2013,physical_injuries_total,131,3.0
8049,Gropiusstadt Ost,Gropiusstadt,2014,theft_total,438,1.0
23649,Gropiusstadt Ost,Gropiusstadt,2014,neighborhood_offence,389,2.0
3369,Gropiusstadt Ost,Gropiusstadt,2014,physical_injuries_total,149,3.0
8204,Gropiusstadt Ost,Gropiusstadt,2015,theft_total,592,1.0
23804,Gropiusstadt Ost,Gropiusstadt,2015,neighborhood_offence,488,2.0
3524,Gropiusstadt Ost,Gropiusstadt,2015,physical_injuries_total,160,3.0
8359,Gropiusstadt Ost,Gropiusstadt,2016,theft_total,545,1.0
23959,Gropiusstadt Ost,Gropiusstadt,2016,neighborhood_offence,469,2.0
3679,Gropiusstadt Ost,Gropiusstadt,2016,physical_injuries_total,162,3.0
8514,Gropiusstadt Ost,Gropiusstadt,2017,theft_total,480,1.0
24114,Gropiusstadt Ost,Gropiusstadt,2017,neighborhood_offence,384,2.0
3834,Gropiusstadt Ost,Gropiusstadt,2017,physical_injuries_total,170,3.0
8669,Gropiusstadt Ost,Gropiusstadt,2018,theft_total,672,1.0
24269,Gropiusstadt Ost,Gropiusstadt,2018,neighborhood_offence,581,2.0
3989,Gropiusstadt Ost,Gropiusstadt,2018,physical_injuries_total,163,3.0
8824,Gropiusstadt Ost,Gropiusstadt,2019,theft_total,494,1.0
24424,Gropiusstadt Ost,Gropiusstadt,2019,neighborhood_offence,452,2.0
4144,Gropiusstadt Ost,Gropiusstadt,2019,physical_injuries_total,205,3.0
24579,Gropiusstadt Ost,Gropiusstadt,2020,neighborhood_offence,505,1.0
8979,Gropiusstadt Ost,Gropiusstadt,2020,theft_total,416,2.0
4299,Gropiusstadt Ost,Gropiusstadt,2020,physical_injuries_total,224,3.0
24734,Gropiusstadt Ost,Gropiusstadt,2021,neighborhood_offence,531,1.0
9134,Gropiusstadt Ost,Gropiusstadt,2021,theft_total,442,2.0
4454,Gropiusstadt Ost,Gropiusstadt,2021,physical_injuries_total,215,3.0
24889,Gropiusstadt Ost,Gropiusstadt,2022,neighborhood_offence,538,1.0
9289,Gropiusstadt Ost,Gropiusstadt,2022,theft_total,530,2.0
4609,Gropiusstadt Ost,Gropiusstadt,2022,physical_injuries_total,268,3.0
7893,Gropiusstadt West,Gropiusstadt,2013,theft_total,1344,1.0
23493,Gropiusstadt West,Gropiusstadt,2013,neighborhood_offence,471,2.0
18813,Gropiusstadt West,Gropiusstadt,2013,prop_damage_total,343,3.0
8048,Gropiusstadt West,Gropiusstadt,2014,theft_total,1225,1.0
23648,Gropiusstadt West,Gropiusstadt,2014,neighborhood_offence,563,2.0
18968,Gropiusstadt West,Gropiusstadt,2014,prop_damage_total,355,3.0
8203,Gropiusstadt West,Gropiusstadt,2015,theft_total,1384,1.0
23803,Gropiusstadt West,Gropiusstadt,2015,neighborhood_offence,618,2.0
19123,Gropiusstadt West,Gropiusstadt,2015,prop_damage_total,485,3.0
8358,Gropiusstadt West,Gropiusstadt,2016,theft_total,1357,1.0
23958,Gropiusstadt West,Gropiusstadt,2016,neighborhood_offence,593,2.0
19278,Gropiusstadt West,Gropiusstadt,2016,prop_damage_total,418,3.0
8513,Gropiusstadt West,Gropiusstadt,2017,theft_total,1161,1.0
24113,Gropiusstadt West,Gropiusstadt,2017,neighborhood_offence,543,2.0
3833,Gropiusstadt West,Gropiusstadt,2017,physical_injuries_total,192,3.0
8668,Gropiusstadt West,Gropiusstadt,2018,theft_total,1206,1.0
24268,Gropiusstadt West,Gropiusstadt,2018,neighborhood_offence,677,2.0
3988,Gropiusstadt West,Gropiusstadt,2018,physical_injuries_total,236,3.0
8823,Gropiusstadt West,Gropiusstadt,2019,theft_total,1175,1.0
24423,Gropiusstadt West,Gropiusstadt,2019,neighborhood_offence,565,2.0
4143,Gropiusstadt West,Gropiusstadt,2019,physical_injuries_total,233,3.0
8978,Gropiusstadt West,Gropiusstadt,2020,theft_total,1129,1.0
24578,Gropiusstadt West,Gropiusstadt,2020,neighborhood_offence,613,2.0
19898,Gropiusstadt West,Gropiusstadt,2020,prop_damage_total,296,3.0
9133,Gropiusstadt West,Gropiusstadt,2021,theft_total,1000,1.0
24733,Gropiusstadt West,Gropiusstadt,2021,neighborhood_offence,643,2.0
20053,Gropiusstadt West,Gropiusstadt,2021,prop_damage_total,280,3.0
9288,Gropiusstadt West,Gropiusstadt,2022,theft_total,1139,1.0
24888,Gropiusstadt West,Gropiusstadt,2022,neighborhood_offence,615,2.0
20208,Gropiusstadt West,Gropiusstadt,2022,prop_damage_total,234,3.0
7844,Grunewald,Wilmersdorf Süd,2013,theft_total,952,1.0
23444,Grunewald,Wilmersdorf Süd,2013,neighborhood_offence,397,2.0
10964,Grunewald,Wilmersdorf Süd,2013,theft_parts_motor_vehicles,320,3.0
7999,Grunewald,Wilmersdorf Süd,2014,theft_total,942,1.0
23599,Grunewald,Wilmersdorf Süd,2014,neighborhood_offence,418,2.0
11119,Grunewald,Wilmersdorf Süd,2014,theft_parts_motor_vehicles,301,3.0
8154,Grunewald,Wilmersdorf Süd,2015,theft_total,1001,1.0
23754,Grunewald,Wilmersdorf Süd,2015,neighborhood_offence,428,2.0
11274,Grunewald,Wilmersdorf Süd,2015,theft_parts_motor_vehicles,317,3.0
8309,Grunewald,Wilmersdorf Süd,2016,theft_total,905,1.0
23909,Grunewald,Wilmersdorf Süd,2016,neighborhood_offence,358,2.0
11429,Grunewald,Wilmersdorf Süd,2016,theft_parts_motor_vehicles,250,3.0
8464,Grunewald,Wilmersdorf Süd,2017,theft_total,792,1.0
24064,Grunewald,Wilmersdorf Süd,2017,neighborhood_offence,333,2.0
11584,Grunewald,Wilmersdorf Süd,2017,theft_parts_motor_vehicles,253,3.0
8619,Grunewald,Wilmersdorf Süd,2018,theft_total,794,1.0
24219,Grunewald,Wilmersdorf Süd,2018,neighborhood_offence,381,2.0
11739,Grunewald,Wilmersdorf Süd,2018,theft_parts_motor_vehicles,259,3.0
8774,Grunewald,Wilmersdorf Süd,2019,theft_total,773,1.0
24374,Grunewald,Wilmersdorf Süd,2019,neighborhood_offence,423,2.0
19694,Grunewald,Wilmersdorf Süd,2019,prop_damage_total,265,3.0
8929,Grunewald,Wilmersdorf Süd,2020,theft_total,800,1.0
24529,Grunewald,Wilmersdorf Süd,2020,neighborhood_offence,457,2.0
12049,Grunewald,Wilmersdorf Süd,2020,theft_parts_motor_vehicles,286,3.0
9084,Grunewald,Wilmersdorf Süd,2021,theft_total,787,1.0
24684,Grunewald,Wilmersdorf Süd,2021,neighborhood_offence,515,2.0
12204,Grunewald,Wilmersdorf Süd,2021,theft_parts_motor_vehicles,267,3.0
9239,Grunewald,Wilmersdorf Süd,2022,theft_total,999,1.0
24839,Grunewald,Wilmersdorf Süd,2022,neighborhood_offence,488,2.0
12359,Grunewald,Wilmersdorf Süd,2022,theft_parts_motor_vehicles,447,3.0
7908,Grünau,Treptow-Köpenick 3,2013,theft_total,229,1.0
18828,Grünau,Treptow-Köpenick 3,2013,prop_damage_total,76,2.0
12588,Grünau,Treptow-Köpenick 3,2013,bike_theft,72,3.0
8063,Grünau,Treptow-Köpenick 3,2014,theft_total,274,1.0
18983,Grünau,Treptow-Köpenick 3,2014,prop_damage_total,126,2.0
23663,Grünau,Treptow-Köpenick 3,2014,neighborhood_offence,98,3.0
8218,Grünau,Treptow-Köpenick 3,2015,theft_total,293,1.0
19138,Grünau,Treptow-Köpenick 3,2015,prop_damage_total,142,2.0
23818,Grünau,Treptow-Köpenick 3,2015,neighborhood_offence,118,3.0
8373,Grünau,Treptow-Köpenick 3,2016,theft_total,334,1.0
19293,Grünau,Treptow-Köpenick 3,2016,prop_damage_total,186,2.0
20853,Grünau,Treptow-Köpenick 3,2016,prop_damage_graffiti,143,3.0
8528,Grünau,Treptow-Köpenick 3,2017,theft_total,244,1.0
19448,Grünau,Treptow-Köpenick 3,2017,prop_damage_total,167,2.0
21008,Grünau,Treptow-Köpenick 3,2017,prop_damage_graffiti,124,3.0
8683,Grünau,Treptow-Köpenick 3,2018,theft_total,268,1.0
19603,Grünau,Treptow-Köpenick 3,2018,prop_damage_total,117,2.0
13363,Grünau,Treptow-Köpenick 3,2018,bike_theft,87,3.0
8838,Grünau,Treptow-Köpenick 3,2019,theft_total,246,1.0
19758,Grünau,Treptow-Köpenick 3,2019,prop_damage_total,136,2.0
24438,Grünau,Treptow-Köpenick 3,2019,neighborhood_offence,110,3.0
8993,Grünau,Treptow-Köpenick 3,2020,theft_total,232,1.0
24593,Grünau,Treptow-Köpenick 3,2020,neighborhood_offence,104,2.0
19913,Grünau,Treptow-Köpenick 3,2020,prop_damage_total,102,3.0
9148,Grünau,Treptow-Köpenick 3,2021,theft_total,285,1.0
20068,Grünau,Treptow-Köpenick 3,2021,prop_damage_total,130,2.0
24748,Grünau,Treptow-Köpenick 3,2021,neighborhood_offence,109,3.0
9303,Grünau,Treptow-Köpenick 3,2022,theft_total,421,1.0
24903,Grünau,Treptow-Köpenick 3,2022,neighborhood_offence,172,2.0
20223,Grünau,Treptow-Köpenick 3,2022,prop_damage_total,148,3.0
7850,Hakenfelde,Spandau Mitte / Nord,2013,theft_total,957,1.0
23450,Hakenfelde,Spandau Mitte / Nord,2013,neighborhood_offence,684,2.0
18770,Hakenfelde,Spandau Mitte / Nord,2013,prop_damage_total,197,3.0
8005,Hakenfelde,Spandau Mitte / Nord,2014,theft_total,687,1.0
23605,Hakenfelde,Spandau Mitte / Nord,2014,neighborhood_offence,370,2.0
18925,Hakenfelde,Spandau Mitte / Nord,2014,prop_damage_total,164,3.0
8160,Hakenfelde,Spandau Mitte / Nord,2015,theft_total,826,1.0
23760,Hakenfelde,Spandau Mitte / Nord,2015,neighborhood_offence,558,2.0
3480,Hakenfelde,Spandau Mitte / Nord,2015,physical_injuries_total,192,3.0
8315,Hakenfelde,Spandau Mitte / Nord,2016,theft_total,933,1.0
23915,Hakenfelde,Spandau Mitte / Nord,2016,neighborhood_offence,461,2.0
3635,Hakenfelde,Spandau Mitte / Nord,2016,physical_injuries_total,204,3.0
8470,Hakenfelde,Spandau Mitte / Nord,2017,theft_total,777,1.0
24070,Hakenfelde,Spandau Mitte / Nord,2017,neighborhood_offence,402,2.0
3790,Hakenfelde,Spandau Mitte / Nord,2017,physical_injuries_total,190,3.0
8625,Hakenfelde,Spandau Mitte / Nord,2018,theft_total,860,1.0
24225,Hakenfelde,Spandau Mitte / Nord,2018,neighborhood_offence,477,2.0
11745,Hakenfelde,Spandau Mitte / Nord,2018,theft_parts_motor_vehicles,235,3.0
8780,Hakenfelde,Spandau Mitte / Nord,2019,theft_total,790,1.0
24380,Hakenfelde,Spandau Mitte / Nord,2019,neighborhood_offence,471,2.0
19700,Hakenfelde,Spandau Mitte / Nord,2019,prop_damage_total,222,3.0
8935,Hakenfelde,Spandau Mitte / Nord,2020,theft_total,725,1.0
24535,Hakenfelde,Spandau Mitte / Nord,2020,neighborhood_offence,485,2.0
19855,Hakenfelde,Spandau Mitte / Nord,2020,prop_damage_total,207,3.0
9090,Hakenfelde,Spandau Mitte / Nord,2021,theft_total,864,1.0
24690,Hakenfelde,Spandau Mitte / Nord,2021,neighborhood_offence,474,2.0
12210,Hakenfelde,Spandau Mitte / Nord,2021,theft_parts_motor_vehicles,233,3.0
9245,Hakenfelde,Spandau Mitte / Nord,2022,theft_total,922,1.0
24845,Hakenfelde,Spandau Mitte / Nord,2022,neighborhood_offence,547,2.0
4565,Hakenfelde,Spandau Mitte / Nord,2022,physical_injuries_total,206,3.0
7846,Halensee,Wilmersdorf Zentrum,2013,theft_total,1756,1.0
23446,Halensee,Wilmersdorf Zentrum,2013,neighborhood_offence,736,2.0
